SL,0-1,2010-03-20T21:43:10Z
SI,0-0,2010-03-20T22:05:11Z
FF,1-0,2010-03-20T22:20:57Z
FF,0-1,2010-03-21T20:12:41Z
CH,2-1,2010-03-21T20:15:39Z
FF,1-0,2010-03-21T20:22:26Z
FF,2-1,2010-03-21T20:30:43Z
SL,1-2,2010-03-21T20:33:47Z
FF,1-0,2010-03-21T20:35:57Z
FF,1-2,2010-03-21T21:04:13Z
FT,0-0,2010-03-21T21:34:30Z
FC,3-2,2010-03-21T22:28:27Z
FF,0-0,2010-03-21T22:31:45Z
CH,1-1,2010-03-21T22:44:25Z
SI,0-0,2010-03-21T22:48:31Z
SI,2-2,2010-03-21T22:51:03Z
SI,3-2,2010-03-21T23:09:43Z
SI,3-1,2010-03-21T23:15:17Z
SL,0-1,2010-03-21T20:36:23Z
FF,1-1,2010-03-21T21:16:08Z
FF,1-2,2010-03-21T21:19:25Z
SI,0-2,2010-03-21T22:40:04Z
SL,1-2,2010-03-21T22:40:14Z
SI,0-0,2010-03-21T22:40:14Z
FF,2-0,2010-03-21T22:47:17Z
FT,0-0,2010-03-21T22:48:09Z
SL,0-1,2010-03-21T22:49:17Z
SL,0-2,2010-03-22T20:25:15Z
FC,0-1,2010-03-22T20:34:33Z
FT,2-1,2010-03-22T20:36:19Z
SL,1-0,2010-03-22T20:46:59Z
FF,3-1,2010-03-22T20:52:23Z
FT,1-2,2010-03-22T20:59:30Z
FF,1-0,2010-03-22T21:05:08Z
FF,1-2,2010-03-22T22:18:30Z
FF,0-0,2010-03-22T22:33:14Z
FT,3-1,2010-03-22T20:30:01Z
FT,0-0,2010-03-22T20:45:15Z
FF,0-1,2010-03-22T21:26:57Z
FT,0-0,2010-03-23T20:36:36Z
CH,0-0,2010-03-23T20:52:28Z
CH,1-0,2010-03-23T21:17:18Z
SL,2-2,2010-03-23T22:23:40Z
SI,0-1,2010-03-23T20:56:18Z
FF,1-1,2010-03-23T21:26:51Z
FF,0-0,2010-03-23T21:47:27Z
FF,2-1,2010-03-23T22:26:02Z
CH,0-1,2010-03-23T22:38:01Z
FC,2-2,2010-03-24T20:13:57Z
SI,2-2,2010-03-24T20:16:17Z
CH,1-1,2010-03-24T20:22:01Z
FF,3-2,2010-03-24T22:42:31Z
CH,1-2,2010-03-24T21:50:00Z
SL,0-0,2010-03-24T22:43:15Z
CH,1-2,2010-03-24T22:25:10Z
FC,0-2,2010-03-24T22:26:50Z
SI,0-1,2010-03-25T02:28:39Z
CU,1-1,2010-03-25T02:31:15Z
FF,2-2,2010-03-25T20:22:22Z
CH,2-2,2010-03-25T21:29:06Z
SL,0-1,2010-03-25T21:59:02Z
SL,2-2,2010-03-25T22:06:42Z
FF,2-2,2010-03-25T20:35:29Z
CH,2-2,2010-03-25T20:38:33Z
FF,2-2,2010-03-25T20:59:05Z
FF,3-2,2010-03-25T22:39:44Z
FF,2-2,2010-03-25T22:42:18Z
CH,1-0,2010-03-25T22:50:33Z
FF,2-1,2010-03-26T22:32:58Z
CH,3-2,2010-03-26T22:47:51Z
CH,1-1,2010-03-26T20:12:40Z
FF,0-1,2010-03-26T20:24:24Z
FF,3-2,2010-03-26T22:54:47Z
FF,3-2,2010-03-26T23:09:53Z
CU,3-2,2010-03-27T21:46:56Z
SL,0-1,2010-03-27T22:42:33Z
SL,3-1,2010-03-27T20:13:41Z
CU,2-2,2010-03-27T20:28:13Z
SL,3-2,2010-03-27T20:37:39Z
FF,1-2,2010-03-27T20:39:47Z
FT,2-0,2010-03-27T21:07:07Z
FT,1-1,2010-03-27T21:27:21Z
FF,2-2,2010-03-27T21:29:57Z
FF,0-0,2010-03-27T21:32:29Z
FF,1-0,2010-03-27T21:42:14Z
SL,2-2,2010-03-27T22:12:36Z
FC,0-0,2010-03-28T20:27:22Z
SI,1-1,2010-03-28T20:58:22Z
FF,2-0,2010-03-28T21:26:10Z
SL,3-2,2010-03-28T22:19:24Z
FF,3-1,2010-03-28T21:06:06Z
FT,0-0,2010-03-28T21:32:14Z
SL,1-0,2010-03-30T02:23:23Z
SL,1-2,2010-03-30T02:45:13Z
FT,0-0,2010-03-30T05:11:52Z
SL,0-2,2010-03-30T05:12:17Z
CU,1-0,2010-03-30T03:04:14Z
FF,1-2,2010-03-30T05:05:55Z
FF,1-1,2010-03-29T20:39:50Z
FF,3-1,2010-03-29T20:53:12Z
FF,1-0,2010-03-29T21:29:20Z
CU,1-2,2010-03-29T21:32:12Z
FF,2-1,2010-03-29T21:45:52Z
FC,1-0,2010-03-31T01:21:17Z
CH,0-2,2010-03-31T01:23:55Z
CH,1-2,2010-03-31T01:55:53Z
FT,2-0,2010-03-31T02:21:41Z
FC,1-2,2010-03-31T03:36:07Z
SI,0-0,2010-03-31T19:30:36Z
FT,1-1,2010-03-31T19:58:22Z
FT,0-0,2010-03-31T19:58:12Z
SI,0-0,2010-03-31T20:13:43Z
CH,1-1,2010-03-31T20:50:58Z
CH,0-0,2010-03-31T21:42:38Z
SI,1-0,2010-03-31T20:35:32Z
CU,1-2,2010-03-31T20:39:29Z
SI,2-1,2010-03-31T20:53:44Z
SI,1-1,2010-03-31T20:55:26Z
SL,1-2,2010-03-31T21:08:40Z
FF,1-0,2010-03-31T21:09:40Z
SL,2-2,2010-03-31T21:14:34Z
SL,1-2,2010-03-31T21:35:30Z
CH,2-1,2010-04-01T19:51:52Z
CH,1-0,2010-04-01T19:53:00Z
FF,3-2,2010-04-01T20:05:38Z
FT,1-0,2010-04-01T19:36:32Z
SL,0-2,2010-04-01T19:36:47Z
CH,1-0,2010-04-01T21:11:17Z
CH,2-2,2010-04-02T03:38:40Z
FF,0-2,2010-04-02T04:08:37Z
SI,1-0,2010-04-02T04:35:15Z
SI,2-2,2010-04-02T04:40:53Z
SI,2-1,2010-04-02T04:42:50Z
SL,0-2,2010-04-02T02:24:12Z
CH,3-2,2010-04-02T03:06:19Z
FF,3-2,2010-04-02T03:40:57Z
CH,1-2,2010-04-02T03:47:33Z
FF,0-1,2010-04-02T04:11:32Z
CH,2-2,2010-04-02T05:10:49Z
SL,0-1,2010-04-02T23:18:27Z
FT,0-0,2010-04-03T00:23:31Z
CU,1-1,2010-04-03T00:24:55Z
FT,0-0,2010-04-03T00:26:52Z
FF,0-0,2010-04-03T00:51:12Z
SL,3-2,2010-04-03T00:59:23Z
FF,0-0,2010-04-03T01:41:00Z
CH,2-1,2010-04-03T01:47:37Z
FF,2-1,2010-04-03T03:49:29Z
FF,0-1,2010-04-03T00:43:59Z
FT,0-1,2010-04-03T00:55:08Z
CU,1-2,2010-04-03T02:18:34Z
FF,1-0,2010-04-03T01:44:06Z
SL,1-2,2010-04-03T02:10:23Z
CU,2-1,2010-04-03T03:22:16Z
FF,1-0,2010-04-03T04:53:12Z
FF,1-1,2010-04-03T04:59:57Z
SI,1-1,2010-04-02T22:38:11Z
FC,2-2,2010-04-03T00:38:27Z
SI,2-1,2010-04-03T03:51:30Z
FF,1-2,2010-04-03T04:07:45Z
FT,1-0,2010-04-02T23:41:10Z
FF,0-1,2010-04-03T00:11:38Z
CH,0-0,2010-04-03T00:13:33Z
FC,1-1,2010-04-03T00:15:06Z
FT,2-0,2010-04-03T00:42:19Z
SL,0-2,2010-04-02T23:19:20Z
FF,0-2,2010-04-03T00:10:13Z
SI,0-0,2010-04-03T00:13:26Z
SI,1-2,2010-04-03T00:16:12Z
CU,0-1,2010-04-03T00:21:49Z
SL,1-2,2010-04-03T00:31:51Z
FF,3-1,2010-04-03T03:08:16Z
SI,2-2,2010-04-03T20:55:31Z
FT,0-0,2010-04-03T21:10:04Z
FC,1-2,2010-04-03T21:15:07Z
SI,2-2,2010-04-03T21:29:10Z
FC,3-2,2010-04-03T17:28:42Z
SI,1-1,2010-04-03T17:35:44Z
FS,1-2,2010-04-03T17:49:31Z
SI,2-0,2010-04-03T17:48:58Z
FF,3-2,2010-04-03T18:31:46Z
SL,1-1,2010-04-03T18:33:49Z
FF,0-0,2010-04-03T18:34:27Z
FT,1-0,2010-04-03T18:36:54Z
FT,1-0,2010-04-03T18:37:58Z
FF,3-1,2010-04-03T18:57:56Z
SL,2-2,2010-04-03T20:47:15Z
FF,1-0,2010-04-03T21:41:06Z
FC,2-0,2010-04-03T18:14:53Z
FT,0-0,2010-04-03T19:20:24Z
FT,3-1,2010-04-03T19:45:57Z
FF,3-1,2010-04-03T19:41:10Z
FF,2-1,2010-04-03T19:55:46Z
FT,1-2,2010-04-03T19:52:24Z
FT,2-2,2010-04-03T20:28:06Z
SI,2-2,2010-04-03T21:11:33Z
SI,1-1,2010-04-03T21:13:58Z
FT,1-2,2010-04-03T21:31:34Z
SL,0-1,2010-04-03T21:35:21Z
FF,2-2,2010-04-03T17:31:14Z
FF,3-2,2010-04-03T18:01:46Z
FT,0-1,2010-04-03T18:22:52Z
SI,0-2,2010-04-03T19:25:04Z
SL,0-0,2010-04-03T21:43:05Z
SI,0-0,2010-04-03T21:58:19Z
CH,3-1,2010-04-03T22:00:21Z
SI,1-0,2010-04-03T22:01:15Z
FF,0-0,2010-04-03T22:17:31Z
FF,0-0,2010-04-03T22:46:01Z
CH,0-0,2010-04-03T22:50:47Z
SL,2-1,2010-04-03T18:36:04Z
FT,2-1,2010-04-03T18:49:44Z
SL,1-1,2010-04-03T18:36:24Z
CH,0-0,2010-04-03T18:51:40Z
FF,2-0,2010-04-03T20:30:40Z
SI,1-0,2010-04-03T20:59:31Z
FF,0-0,2010-04-03T21:08:49Z
CH,1-0,2010-04-05T01:22:35Z
CH,1-0,2010-04-05T02:03:36Z
FF,3-1,2010-04-05T02:27:14Z
FS,0-1,2010-04-05T02:43:39Z
FF,0-1,2010-04-05T03:43:37Z
FF,2-2,2010-04-04T19:51:41Z
CH,1-2,2010-04-04T20:12:34Z
FT,1-1,2010-04-04T20:18:58Z
CH,3-1,2010-04-04T20:46:35Z
SL,3-2,2010-04-04T20:49:55Z
SI,0-1,2010-04-05T20:18:43Z
SI,1-1,2010-04-05T20:29:04Z
SI,1-1,2010-04-05T20:33:09Z
SI,2-0,2010-04-05T20:33:46Z
SI,1-0,2010-04-05T21:05:23Z
FF,0-0,2010-04-05T22:15:47Z
FS,0-1,2010-04-05T22:17:55Z
FF,1-1,2010-04-05T22:19:44Z
CH,0-1,2010-04-05T22:50:15Z
SI,0-0,2010-04-05T18:18:33Z
SI,2-1,2010-04-05T18:58:43Z
FC,2-2,2010-04-05T19:42:07Z
FF,0-1,2010-04-05T19:19:44Z
FF,1-0,2010-04-05T19:38:03Z
FF,2-2,2010-04-05T19:49:10Z
FF,1-1,2010-04-05T21:14:16Z
CU,1-2,2010-04-05T21:16:47Z
FF,1-1,2010-04-05T23:19:19Z
CU,1-2,2010-04-05T21:31:30Z
FF,2-2,2010-04-05T21:39:18Z
FT,1-0,2010-04-05T21:46:45Z
CH,2-1,2010-04-05T22:13:38Z
FT,0-2,2010-04-05T22:18:27Z
FF,0-1,2010-04-05T22:22:58Z
FF,2-1,2010-04-05T18:32:56Z
FF,1-2,2010-04-05T18:59:10Z
SI,1-0,2010-04-05T19:17:40Z
CH,0-0,2010-04-05T19:19:00Z
FT,1-0,2010-04-05T19:50:27Z
FT,2-2,2010-04-05T17:46:34Z
FF,0-0,2010-04-05T18:15:43Z
FT,2-0,2010-04-05T19:28:29Z
FT,1-2,2010-04-05T19:30:38Z
FT,0-1,2010-04-05T19:56:52Z
FF,1-0,2010-04-05T20:03:28Z
SI,1-1,2010-04-06T02:28:29Z
SI,2-0,2010-04-06T02:30:25Z
SI,0-2,2010-04-06T03:47:14Z
FF,0-2,2010-04-06T04:22:44Z
SI,0-0,2010-04-05T17:26:46Z
FT,0-0,2010-04-05T18:15:25Z
FT,1-0,2010-04-05T18:18:03Z
FT,3-1,2010-04-05T20:22:23Z
FF,1-0,2010-04-05T19:13:12Z
SI,0-0,2010-04-05T20:15:01Z
CU,1-2,2010-04-05T21:32:53Z
FS,2-2,2010-04-05T23:04:47Z
SI,2-1,2010-04-06T04:13:48Z
SI,1-0,2010-04-06T04:26:33Z
FF,1-2,2010-04-06T04:44:43Z
FF,3-2,2010-04-06T04:48:16Z
FF,0-2,2010-04-05T23:28:39Z
SL,0-0,2010-04-06T01:35:27Z
SL,0-0,2010-04-05T18:10:56Z
FT,0-0,2010-04-05T19:26:32Z
FS,1-1,2010-04-05T20:04:59Z
FF,0-0,2010-04-05T20:07:11Z
FT,2-2,2010-04-05T19:51:12Z
FF,0-2,2010-04-05T20:03:53Z
FF,0-2,2010-04-05T20:37:07Z
SL,2-2,2010-04-05T20:43:38Z
FT,2-1,2010-04-07T00:44:12Z
FT,1-0,2010-04-07T01:54:10Z
FF,1-0,2010-04-07T02:13:59Z
FF,1-1,2010-04-07T01:26:36Z
SL,2-1,2010-04-07T02:13:16Z
FF,2-2,2010-04-07T02:55:37Z
FF,1-0,2010-04-07T03:04:52Z
FF,3-2,2010-04-07T02:20:55Z
SI,0-1,2010-04-06T23:44:39Z
FF,0-1,2010-04-07T00:18:05Z
SI,2-1,2010-04-07T00:49:04Z
SI,0-0,2010-04-07T00:54:03Z
FF,2-2,2010-04-07T02:11:41Z
FS,0-1,2010-04-07T02:14:37Z
FF,0-1,2010-04-07T02:04:52Z
SL,3-2,2010-04-07T04:04:06Z
SL,0-1,2010-04-07T04:09:57Z
SL,0-0,2010-04-07T04:14:34Z
SL,0-2,2010-04-07T04:55:36Z
CU,2-1,2010-04-07T01:30:02Z
FT,0-0,2010-04-07T01:34:23Z
FF,1-0,2010-04-07T23:19:55Z
CU,0-0,2010-04-07T23:24:56Z
SI,0-1,2010-04-08T00:47:15Z
FF,2-0,2010-04-08T01:55:58Z
SL,1-0,2010-04-07T23:40:17Z
FF,2-2,2010-04-08T02:08:53Z
FF,3-1,2010-04-08T00:39:51Z
CH,3-1,2010-04-08T01:40:08Z
SL,0-2,2010-04-08T01:19:15Z
FC,2-2,2010-04-08T01:26:37Z
FF,1-0,2010-04-08T01:29:48Z
CH,3-2,2010-04-08T02:31:50Z
FF,0-0,2010-04-08T03:04:29Z
FF,3-2,2010-04-07T17:18:51Z
CH,2-2,2010-04-07T17:31:18Z
SI,0-0,2010-04-07T18:52:23Z
SL,2-1,2010-04-07T19:25:59Z
SL,1-1,2010-04-08T01:59:35Z
CH,1-1,2010-04-08T03:27:30Z
CH,3-1,2010-04-07T23:16:33Z
SI,2-0,2010-04-08T00:01:20Z
CH,0-0,2010-04-08T00:49:14Z
SI,0-1,2010-04-08T02:05:45Z
CH,0-1,2010-04-08T03:08:59Z
FF,0-0,2010-04-07T23:17:05Z
CH,1-1,2010-04-08T00:39:31Z
FT,2-2,2010-04-08T03:06:10Z
CU,1-2,2010-04-08T04:45:05Z
FC,2-2,2010-04-08T00:08:26Z
CH,0-2,2010-04-08T01:21:09Z
FT,0-0,2010-04-08T02:22:30Z
CH,1-2,2010-04-07T23:13:02Z
SI,0-1,2010-04-07T23:13:25Z
FF,2-1,2010-04-08T00:05:36Z
CH,1-1,2010-04-08T00:08:46Z
SI,0-1,2010-04-08T00:16:58Z
FC,0-0,2010-04-08T00:28:51Z
SI,0-0,2010-04-08T00:35:56Z
CH,1-1,2010-04-08T01:28:06Z
FF,3-2,2010-04-08T02:07:14Z
SL,0-1,2010-04-08T03:27:15Z
FF,1-1,2010-04-08T03:45:40Z
SL,3-2,2010-04-08T03:54:19Z
SI,3-1,2010-04-08T04:26:13Z
FF,0-0,2010-04-07T18:42:44Z
FT,0-1,2010-04-07T18:43:56Z
FF,2-1,2010-04-07T20:05:47Z
SI,0-0,2010-04-07T20:18:41Z
FF,0-1,2010-04-08T02:22:44Z
FC,0-0,2010-04-08T01:11:15Z
SI,0-1,2010-04-08T01:49:13Z
SL,3-2,2010-04-08T00:29:54Z
SL,1-1,2010-04-08T01:36:14Z
SI,1-0,2010-04-08T02:12:08Z
SL,0-0,2010-04-08T03:13:25Z
FT,1-0,2010-04-09T00:15:23Z
FT,0-0,2010-04-09T00:16:09Z
FF,2-2,2010-04-09T00:45:30Z
FF,0-1,2010-04-09T01:09:33Z
FF,1-0,2010-04-09T01:14:03Z
CH,1-1,2010-04-09T00:13:16Z
FF,3-1,2010-04-09T01:35:59Z
SI,1-1,2010-04-09T02:28:17Z
FF,2-2,2010-04-09T03:56:05Z
FF,0-0,2010-04-08T19:32:45Z
CH,1-1,2010-04-08T20:15:50Z
FT,0-2,2010-04-08T20:34:55Z
FF,3-2,2010-04-08T20:45:07Z
FT,1-1,2010-04-08T20:52:49Z
FC,2-1,2010-04-08T23:20:13Z
FF,0-0,2010-04-09T00:50:51Z
SL,1-1,2010-04-08T16:41:58Z
FT,0-1,2010-04-08T18:03:56Z
FF,1-1,2010-04-08T18:30:02Z
CU,1-1,2010-04-08T18:47:26Z
FF,1-1,2010-04-08T19:19:56Z
FT,0-1,2010-04-08T19:33:46Z
CU,1-1,2010-04-08T19:35:08Z
SI,1-0,2010-04-09T02:41:15Z
SI,1-1,2010-04-09T03:21:29Z
FT,0-0,2010-04-09T04:30:03Z
FT,0-0,2010-04-09T04:53:36Z
CH,0-0,2010-04-09T05:00:40Z
SI,3-0,2010-04-08T20:48:20Z
FF,1-0,2010-04-08T21:10:24Z
FF,0-1,2010-04-08T22:14:00Z
SI,0-1,2010-04-08T20:51:46Z
SL,0-1,2010-04-08T21:16:02Z
CH,0-0,2010-04-08T22:07:49Z
SI,0-1,2010-04-08T22:18:51Z
FC,0-2,2010-04-08T22:25:01Z
CU,2-2,2010-04-08T17:57:43Z
FF,0-0,2010-04-08T19:26:02Z
FF,1-1,2010-04-08T20:31:48Z
SL,1-2,2010-04-09T21:16:59Z
FF,0-1,2010-04-09T21:51:44Z
FS,1-0,2010-04-09T22:29:48Z
SL,1-2,2010-04-09T23:14:31Z
FF,1-2,2010-04-10T01:18:57Z
FF,2-0,2010-04-10T02:54:23Z
FT,1-2,2010-04-09T23:42:17Z
KC,0-1,2010-04-09T23:57:19Z
FF,0-0,2010-04-10T01:30:09Z
FF,1-0,2010-04-10T01:32:11Z
FF,1-0,2010-04-10T02:09:01Z
FT,2-0,2010-04-09T18:09:37Z
FF,0-2,2010-04-09T18:18:29Z
CH,2-2,2010-04-09T18:21:11Z
CH,2-0,2010-04-09T18:26:05Z
CH,1-1,2010-04-10T01:09:10Z
SI,1-0,2010-04-10T01:20:52Z
FF,1-0,2010-04-10T02:07:14Z
FF,3-2,2010-04-10T02:29:39Z
CH,2-2,2010-04-10T00:15:47Z
FC,0-0,2010-04-10T01:34:40Z
CH,1-2,2010-04-10T01:53:14Z
FF,3-1,2010-04-10T02:06:44Z
FF,0-2,2010-04-10T00:25:00Z
CH,2-2,2010-04-10T00:30:00Z
SL,1-0,2010-04-10T00:53:18Z
SI,1-1,2010-04-10T01:01:46Z
SI,3-1,2010-04-10T01:04:28Z
FF,3-2,2010-04-10T01:31:49Z
FF,3-2,2010-04-10T01:38:55Z
CU,1-2,2010-04-10T02:19:23Z
SI,2-2,2010-04-10T02:23:47Z
SI,3-2,2010-04-10T02:36:56Z
FT,1-0,2010-04-10T03:30:23Z
CU,0-2,2010-04-10T03:40:06Z
FF,3-1,2010-04-10T03:48:26Z
CH,2-2,2010-04-10T03:51:29Z
SL,3-2,2010-04-10T04:12:38Z
FF,0-1,2010-04-10T00:20:14Z
SI,0-2,2010-04-10T01:39:27Z
FT,2-0,2010-04-10T02:03:07Z
FF,0-1,2010-04-10T02:04:36Z
FT,2-2,2010-04-10T02:41:16Z
SL,0-1,2010-04-10T01:45:39Z
FF,2-1,2010-04-10T02:37:36Z
FF,0-0,2010-04-10T02:38:36Z
FF,2-1,2010-04-10T02:49:06Z
FF,3-1,2010-04-10T03:09:30Z
FF,2-1,2010-04-10T03:38:55Z
FF,1-1,2010-04-10T04:01:22Z
SL,1-2,2010-04-09T20:58:28Z
SL,3-1,2010-04-09T21:19:39Z
SL,3-2,2010-04-09T21:38:01Z
FF,0-2,2010-04-09T23:15:16Z
FF,1-1,2010-04-09T22:26:35Z
FF,2-1,2010-04-10T02:35:14Z
CH,2-0,2010-04-10T01:32:57Z
SL,1-0,2010-04-10T01:39:22Z
FF,1-1,2010-04-10T02:44:38Z
CH,1-0,2010-04-10T00:31:08Z
SL,0-0,2010-04-10T00:51:37Z
SI,1-1,2010-04-10T01:26:23Z
CH,3-2,2010-04-10T01:46:54Z
SL,2-2,2010-04-09T19:15:34Z
FF,3-2,2010-04-09T19:18:43Z
FT,0-1,2010-04-09T19:18:43Z
SL,0-0,2010-04-09T19:31:18Z
CH,0-1,2010-04-09T20:24:44Z
FS,1-0,2010-04-09T20:35:01Z
CH,2-0,2010-04-09T21:41:43Z
FS,1-1,2010-04-09T23:40:14Z
SI,0-0,2010-04-10T01:44:05Z
FF,2-0,2010-04-10T02:05:54Z
SI,0-0,2010-04-11T02:59:36Z
FF,1-2,2010-04-11T04:06:28Z
