"GAME_DT","HOME_TEAM_ID","PARK_ID","ATTEND_PARK_CT"
"19860408","ATL","ATL01",37858
"19860410","ATL","ATL01",11401
"19860415","ATL","ATL01",12981
"19860416","ATL","ATL01",7927
"19860418","ATL","ATL01",28181
"19860419","ATL","ATL01",29794
"19860420","ATL","ATL01",26570
"19860421","ATL","ATL01",5361
"19860422","ATL","ATL01",6316
"19860423","ATL","ATL01",7666
"19860429","ATL","ATL01",12258
"19860430","ATL","ATL01",23361
"19860501","ATL","ATL01",8343
"19860509","ATL","ATL01",11817
"19860510","ATL","ATL01",25958
"19860511","ATL","ATL01",15689
"19860516","ATL","ATL01",15551
"19860517","ATL","ATL01",37350
"19860518","ATL","ATL01",22861
"19860520","ATL","ATL01",16925
"19860521","ATL","ATL01",16759
"19860522","ATL","ATL01",14646
"19860602","ATL","ATL01",12996
"19860603","ATL","ATL01",10649
"19860604","ATL","ATL01",14012
"19860613","ATL","ATL01",38280
"19860614","ATL","ATL01",40210
"19860615","ATL","ATL01",29304
"19860616","ATL","ATL01",15208
"19860617","ATL","ATL01",24774
"19860618","ATL","ATL01",27808
"19860619","ATL","ATL01",27671
"19860627","ATL","ATL01",25493
"19860628","ATL","ATL01",39085
"19860629","ATL","ATL01",23438
"19860630","ATL","ATL01",21094
"19860701","ATL","ATL01",17376
"19860702","ATL","ATL01",16649
"19860703","ATL","ATL01",18268
"19860704","ATL","ATL01",46609
"19860705","ATL","ATL01",33665
"19860706","ATL","ATL01",18153
"19860721","ATL","ATL01",12731
"19860722","ATL","ATL01",14249
"19860723","ATL","ATL01",11770
"19860726","ATL","ATL01",0
"19860726","ATL","ATL01",44400
"19860727","ATL","ATL01",33338
"19860808","ATL","ATL01",24181
"19860809","ATL","ATL01",31610
"19860810","ATL","ATL01",17695
"19860811","ATL","ATL01",8832
"19860812","ATL","ATL01",12005
"19860813","ATL","ATL01",11569
"19860814","ATL","ATL01",22653
"19860815","ATL","ATL01",26625
"19860816","ATL","ATL01",31862
"19860817","ATL","ATL01",17618
"19860829","ATL","ATL01",16308
"19860830","ATL","ATL01",21780
"19860831","ATL","ATL01",15534
"19860901","ATL","ATL01",4572
"19860902","ATL","ATL01",2719
"19860903","ATL","ATL01",4127
"19860905","ATL","ATL01",6992
"19860906","ATL","ATL01",8875
"19860907","ATL","ATL01",6021
"19860916","ATL","ATL01",5669
"19860917","ATL","ATL01",6475
"19860918","ATL","ATL01",4956
"19860919","ATL","ATL01",8279
"19860920","ATL","ATL01",9775
"19860921","ATL","ATL01",5138
"19860922","ATL","ATL01",2419
"19860923","ATL","ATL01",3090
"19860926","ATL","ATL01",6754
"19860927","ATL","ATL01",13545
"19860928","ATL","ATL01",6280
"19860930","ATL","ATL01",2763
"19861001","ATL","ATL01",2992
"19861002","ATL","ATL01",4636
"19860407","BAL","BAL11",52292
"19860409","BAL","BAL11",13039
"19860410","BAL","BAL11",12933
"19860418","BAL","BAL11",17545
"19860419","BAL","BAL11",20442
"19860420","BAL","BAL11",22554
"19860425","BAL","BAL11",20524
"19860426","BAL","BAL11",22659
"19860427","BAL","BAL11",29928
"19860509","BAL","BAL11",29873
"19860510","BAL","BAL11",34416
"19860511","BAL","BAL11",24108
"19860512","BAL","BAL11",16609
"19860513","BAL","BAL11",24851
"19860514","BAL","BAL11",13461
"19860515","BAL","BAL11",15277
"19860516","BAL","BAL11",24896
"19860517","BAL","BAL11",28541
"19860518","BAL","BAL11",31181
"19860520","BAL","BAL11",13893
"19860521","BAL","BAL11",16651
"19860522","BAL","BAL11",4891
"19860603","BAL","BAL11",14446
"19860604","BAL","BAL11",18047
"19860605","BAL","BAL11",20130
"19860612","BAL","BAL11",32135
"19860613","BAL","BAL11",47220
"19860614","BAL","BAL11",43487
"19860615","BAL","BAL11",43910
"19860616","BAL","BAL11",18067
"19860617","BAL","BAL11",21523
"19860618","BAL","BAL11",20713
"19860619","BAL","BAL11",38422
"19860627","BAL","BAL11",52159
"19860628","BAL","BAL11",39063
"19860629","BAL","BAL11",43708
"19860630","BAL","BAL11",20319
"19860701","BAL","BAL11",20153
"19860702","BAL","BAL11",19250
"19860717","BAL","BAL11",20317
"19860718","BAL","BAL11",33914
"19860719","BAL","BAL11",30556
"19860720","BAL","BAL11",25045
"19860721","BAL","BAL11",30516
"19860722","BAL","BAL11",24777
"19860723","BAL","BAL11",20674
"19860724","BAL","BAL11",23881
"19860725","BAL","BAL11",36406
"19860726","BAL","BAL11",24527
"19860727","BAL","BAL11",27362
"19860805","BAL","BAL11",22799
"19860806","BAL","BAL11",19519
"19860807","BAL","BAL11",23099
"19860808","BAL","BAL11",29917
"19860809","BAL","BAL11",33990
"19860810","BAL","BAL11",29815
"19860811","BAL","BAL11",21444
"19860812","BAL","BAL11",20292
"19860813","BAL","BAL11",22477
"19860819","BAL","BAL11",15974
"19860822","BAL","BAL11",34654
"19860823","BAL","BAL11",25370
"19860824","BAL","BAL11",33349
"19860905","BAL","BAL11",31203
"19860906","BAL","BAL11",25586
"19860907","BAL","BAL11",19892
"19860908","BAL","BAL11",26115
"19860909","BAL","BAL11",20634
"19860910","BAL","BAL11",24727
"19860911","BAL","BAL11",21161
"19860919","BAL","BAL11",20127
"19860920","BAL","BAL11",17617
"19860921","BAL","BAL11",23039
"19860922","BAL","BAL11",19081
"19860923","BAL","BAL11",19728
"19860924","BAL","BAL11",20004
"19861003","BAL","BAL11",14866
"19861004","BAL","BAL11",17132
"19861005","BAL","BAL11",18320
"19860414","BOS","BOS07",34764
"19860416","BOS","BOS07",11164
"19860417","BOS","BOS07",10583
"19860418","BOS","BOS07",17978
"19860419","BOS","BOS07",20667
"19860420","BOS","BOS07",23441
"19860421","BOS","BOS07",30487
"19860422","BOS","BOS07",16763
"19860423","BOS","BOS07",13988
"19860429","BOS","BOS07",13414
"19860430","BOS","BOS07",13161
"19860501","BOS","BOS07",13109
"19860502","BOS","BOS07",17720
"19860503","BOS","BOS07",20046
"19860504","BOS","BOS07",25190
"19860505","BOS","BOS07",16886
"19860506","BOS","BOS07",14072
"19860516","BOS","BOS07",23673
"19860517","BOS","BOS07",31168
"19860518","BOS","BOS07",26572
"19860519","BOS","BOS07",18428
"19860520","BOS","BOS07",20880
"19860521","BOS","BOS07",16018
"19860602","BOS","BOS07",20803
"19860603","BOS","BOS07",17432
"19860604","BOS","BOS07",25681
"19860613","BOS","BOS07",29927
"19860614","BOS","BOS07",33784
"19860615","BOS","BOS07",33632
"19860620","BOS","BOS07",34826
"19860621","BOS","BOS07",35707
"19860622","BOS","BOS07",33816
"19860623","BOS","BOS07",35355
"19860624","BOS","BOS07",34382
"19860625","BOS","BOS07",35015
"19860630","BOS","BOS07",30770
"19860701","BOS","BOS07",32729
"19860702","BOS","BOS07",27493
"19860703","BOS","BOS07",21123
"19860704","BOS","BOS07",19237
"19860705","BOS","BOS07",26224
"19860706","BOS","BOS07",27625
"19860707","BOS","BOS07",27347
"19860708","BOS","BOS07",25680
"19860709","BOS","BOS07",26019
"19860710","BOS","BOS07",31305
"19860711","BOS","BOS07",35497
"19860712","BOS","BOS07",32932
"19860713","BOS","BOS07",29374
"19860801","BOS","BOS07",35716
"19860802","BOS","BOS07",34941
"19860803","BOS","BOS07",33682
"19860804","BOS","BOS07",34780
"19860805","BOS","BOS07",35236
"19860806","BOS","BOS07",33517
"19860815","BOS","BOS07",35525
"19860816","BOS","BOS07",34806
"19860817","BOS","BOS07",34704
"19860829","BOS","BOS07",34004
"19860830","BOS","BOS07",30467
"19860831","BOS","BOS07",29995
"19860901","BOS","BOS07",26196
"19860902","BOS","BOS07",20699
"19860903","BOS","BOS07",21668
"19860905","BOS","BOS07",30546
"19860906","BOS","BOS07",31236
"19860907","BOS","BOS07",30359
"19860916","BOS","BOS07",0
"19860916","BOS","BOS07",31272
"19860917","BOS","BOS07",26976
"19860918","BOS","BOS07",25592
"19860926","BOS","BOS07",33657
"19860927","BOS","BOS07",33358
"19860928","BOS","BOS07",32929
"19860929","BOS","BOS07",27372
"19860930","BOS","BOS07",26339
"19861001","BOS","BOS07",28513
"19861002","BOS","BOS07",31697
"19861004","BOS","BOS07",0
"19861004","BOS","BOS07",34290
"19861005","BOS","BOS07",32735
"19860414","CAL","ANA01",37489
"19860415","CAL","ANA01",24422
"19860416","CAL","ANA01",22510
"19860417","CAL","ANA01",22787
"19860418","CAL","ANA01",30535
"19860419","CAL","ANA01",23498
"19860420","CAL","ANA01",58066
"19860421","CAL","ANA01",24171
"19860422","CAL","ANA01",24351
"19860423","CAL","ANA01",25001
"19860507","CAL","ANA01",24895
"19860508","CAL","ANA01",23650
"19860509","CAL","ANA01",40716
"19860510","CAL","ANA01",35371
"19860511","CAL","ANA01",35418
"19860512","CAL","ANA01",25450
"19860513","CAL","ANA01",27420
"19860514","CAL","ANA01",32966
"19860528","CAL","ANA01",30321
"19860529","CAL","ANA01",28841
"19860530","CAL","ANA01",47587
"19860531","CAL","ANA01",35729
"19860601","CAL","ANA01",47408
"19860602","CAL","ANA01",32746
"19860603","CAL","ANA01",33309
"19860604","CAL","ANA01",39676
"19860612","CAL","ANA01",27701
"19860613","CAL","ANA01",35992
"19860614","CAL","ANA01",40005
"19860615","CAL","ANA01",53659
"19860616","CAL","ANA01",24993
"19860617","CAL","ANA01",27457
"19860618","CAL","ANA01",37044
"19860627","CAL","ANA01",36109
"19860628","CAL","ANA01",43385
