"GAME_ID","GAME_DT","AWAY_TEAM_ID","HOME_TEAM_ID","PARK_ID","ATTEND_PARK_CT","AWAY_SCORE_CT","HOME_SCORE_CT"
"CHN201709030","20170903","ATL","CHN","CHI11",42145,5,1
"CHN201709080","20170908","MIL","CHN","CHI11",41020,2,0
"CHN201709090","20170909","MIL","CHN","CHI11",41167,15,2
"CHN201709100","20170910","MIL","CHN","CHI11",40113,3,1
"CHN201709120","20170912","NYN","CHN","CHI11",37834,3,8
"CHN201709130","20170913","NYN","CHN","CHI11",36008,5,17
"CHN201709140","20170914","NYN","CHN","CHI11",37867,6,14
"CHN201709150","20170915","SLN","CHN","CHI11",38464,2,8
"CHN201709160","20170916","SLN","CHN","CHI11",40959,1,4
"CHN201709170","20170917","SLN","CHN","CHI11",37242,3,4
"CHN201709290","20170929","CIN","CHN","CHI11",36258,4,5
"CHN201709300","20170930","CIN","CHN","CHI11",41493,0,9
"CHN201710010","20171001","CIN","CHN","CHI11",40971,3,1
"CIN201704030","20170403","PHI","CIN","CIN09",43804,4,3
"CIN201704050","20170405","PHI","CIN","CIN09",19944,0,2
"CIN201704060","20170406","PHI","CIN","CIN09",10586,4,7
"CIN201704130","20170413","MIL","CIN","CIN09",13574,5,1
"CIN201704140","20170414","MIL","CIN","CIN09",23850,10,4
"CIN201704150","20170415","MIL","CIN","CIN09",31008,5,7
"CIN201704160","20170416","MIL","CIN","CIN09",12625,4,2
"CIN201704180","20170418","BAL","CIN","CIN09",16018,3,9
"CIN201704190","20170419","BAL","CIN","CIN09",15083,2,0
"CIN201704200","20170420","BAL","CIN","CIN09",11910,2,1
"CIN201704210","20170421","CHN","CIN","CIN09",29350,6,5
"CIN201704220","20170422","CHN","CIN","CIN09",27189,12,8
"CIN201704230","20170423","CHN","CIN","CIN09",32670,5,7
"CIN201705010","20170501","PIT","CIN","CIN09",14753,3,4
"CIN201705020","20170502","PIT","CIN","CIN09",13909,12,3
"CIN201705030","20170503","PIT","CIN","CIN09",14297,2,7
"CIN201705040","20170504","PIT","CIN","CIN09",17896,2,4
"CIN201705050","20170505","SFN","CIN","CIN09",22724,3,13
"CIN201705060","20170506","SFN","CIN","CIN09",20213,2,14
"CIN201705070","20170507","SFN","CIN","CIN09",21142,0,4
"CIN201705080","20170508","NYA","CIN","CIN09",25960,10,4
"CIN201705090","20170509","NYA","CIN","CIN09",22035,3,5
"CIN201705190","20170519","COL","CIN","CIN09",23184,12,6
"CIN201705200","20170520","COL","CIN","CIN09",25188,8,12
"CIN201705210","20170521","COL","CIN","CIN09",23352,6,4
"CIN201705220","20170522","CLE","CIN","CIN09",26794,1,5
"CIN201705230","20170523","CLE","CIN","CIN09",26334,8,7
"CIN201706020","20170602","ATL","CIN","CIN09",27300,2,3
"CIN201706030","20170603","ATL","CIN","CIN09",26485,6,5
"CIN201706040","20170604","ATL","CIN","CIN09",26227,13,8
"CIN201706050","20170605","SLN","CIN","CIN09",16325,2,4
"CIN201706060","20170606","SLN","CIN","CIN09",18620,1,13
"CIN201706070","20170607","SLN","CIN","CIN09",20891,4,6
"CIN201706080","20170608","SLN","CIN","CIN09",28917,2,5
"CIN201706160","20170616","LAN","CIN","CIN09",35613,3,1
"CIN201706170","20170617","LAN","CIN","CIN09",42431,10,2
"CIN201706180","20170618","LAN","CIN","CIN09",27316,8,7
"CIN201706270","20170627","MIL","CIN","CIN09",18577,6,8
"CIN201706280","20170628","MIL","CIN","CIN09",21842,3,4
"CIN201706290","20170629","MIL","CIN","CIN09",20419,11,3
"CIN201706300","20170630","CHN","CIN","CIN09",39501,0,5
"CIN201707010","20170701","CHN","CIN","CIN09",39826,3,5
"CIN201707020","20170702","CHN","CIN","CIN09",38536,6,2
"CIN201707140","20170714","WAS","CIN","CIN09",28916,5,0
"CIN201707150","20170715","WAS","CIN","CIN09",36462,10,7
"CIN201707160","20170716","WAS","CIN","CIN09",25712,14,4
"CIN201707170","20170717","WAS","CIN","CIN09",17574,6,1
"CIN201707180","20170718","ARI","CIN","CIN09",19989,11,2
"CIN201707190","20170719","ARI","CIN","CIN09",16573,3,4
"CIN201707200","20170720","ARI","CIN","CIN09",19711,12,2
"CIN201707210","20170721","MIA","CIN","CIN09",21851,3,1
"CIN201707220","20170722","MIA","CIN","CIN09",24099,5,4
"CIN201707230","20170723","MIA","CIN","CIN09",20526,3,6
"CIN201708040","20170804","SLN","CIN","CIN09",36443,2,3
"CIN201708050","20170805","SLN","CIN","CIN09",35571,4,1
"CIN201708060","20170806","SLN","CIN","CIN09",25168,13,4
"CIN201708070","20170807","SDN","CIN","CIN09",16240,3,11
"CIN201708080","20170808","SDN","CIN","CIN09",13683,7,3
"CIN201708090","20170809","SDN","CIN","CIN09",15450,3,8
"CIN201708100","20170810","SDN","CIN","CIN09",14915,3,10
"CIN201708220","20170822","CHN","CIN","CIN09",16467,13,9
"CIN201708230","20170823","CHN","CIN","CIN09",15355,9,3
"CIN201708240","20170824","CHN","CIN","CIN09",18191,2,4
"CIN201708250","20170825","PIT","CIN","CIN09",20561,5,9
"CIN201708260","20170826","PIT","CIN","CIN09",35259,1,0
"CIN201708270","20170827","PIT","CIN","CIN09",26155,5,2
"CIN201708290","20170829","NYN","CIN","CIN09",12946,4,14
"CIN201708300","20170830","NYN","CIN","CIN09",12491,2,0
"CIN201708310","20170831","NYN","CIN","CIN09",13634,2,7
"CIN201709040","20170904","MIL","CIN","CIN09",22403,4,5
"CIN201709050","20170905","MIL","CIN","CIN09",12135,3,9
"CIN201709060","20170906","MIL","CIN","CIN09",12626,1,7
"CIN201709150","20170915","PIT","CIN","CIN09",17625,2,4
"CIN201709160","20170916","PIT","CIN","CIN09",25685,1,2
"CIN201709170","20170917","PIT","CIN","CIN09",22228,2,5
"CIN201709190","20170919","SLN","CIN","CIN09",17165,8,7
"CIN201709200","20170920","SLN","CIN","CIN09",12903,9,2
"CIN201709210","20170921","SLN","CIN","CIN09",14903,8,5
"CIN201709220","20170922","BOS","CIN","CIN09",23463,5,4
"CIN201709230","20170923","BOS","CIN","CIN09",36076,5,0
"CIN201709240","20170924","BOS","CIN","CIN09",25545,5,4
"CLE201704110","20170411","CHA","CLE","CLE08",35002,1,2
"CLE201704120","20170412","CHA","CLE","CLE08",15628,2,1
"CLE201704130","20170413","CHA","CLE","CLE08",15060,10,4
"CLE201704140","20170414","DET","CLE","CLE08",25423,7,6
"CLE201704150","20170415","DET","CLE","CLE08",26691,6,13
"CLE201704160","20170416","DET","CLE","CLE08",17739,4,1
"CLE201704250","20170425","HOU","CLE","CLE08",14581,4,2
"CLE201704260","20170426","HOU","CLE","CLE08",16052,6,7
"CLE201704270","20170427","HOU","CLE","CLE08",14452,3,4
"CLE201704280","20170428","SEA","CLE","CLE08",20842,3,1
"CLE201704290","20170429","SEA","CLE","CLE08",21221,3,4
"CLE201704300","20170430","SEA","CLE","CLE08",21824,4,12
"CLE201705120","20170512","MIN","CLE","CLE08",24452,1,0
"CLE201705130","20170513","MIN","CLE","CLE08",28379,4,1
"CLE201705140","20170514","MIN","CLE","CLE08",23099,3,8
"CLE201705150","20170515","TBA","CLE","CLE08",14613,7,8
"CLE201705160","20170516","TBA","CLE","CLE08",18238,6,4
"CLE201705170","20170517","TBA","CLE","CLE08",22104,7,4
"CLE201705240","20170524","CIN","CLE","CLE08",19426,4,3
"CLE201705260","20170526","KCA","CLE","CLE08",29603,6,4
"CLE201705270","20170527","KCA","CLE","CLE08",30920,5,2
"CLE201705280","20170528","KCA","CLE","CLE08",23136,1,10
"CLE201705290","20170529","OAK","CLE","CLE08",20792,3,5
"CLE201705300","20170530","OAK","CLE","CLE08",14184,4,9
"CLE201705310","20170531","OAK","CLE","CLE08",16784,3,1
"CLE201706010","20170601","OAK","CLE","CLE08",19767,0,8
"CLE201706090","20170609","CHA","CLE","CLE08",30043,3,7
"CLE201706100","20170610","CHA","CLE","CLE08",31753,5,3
"CLE201706110","20170611","CHA","CLE","CLE08",26611,2,4
"CLE201706130","20170613","LAN","CLE","CLE08",22171,7,5
"CLE201706140","20170614","LAN","CLE","CLE08",21051,6,4
"CLE201706150","20170615","LAN","CLE","CLE08",23339,5,12
"CLE201706230","20170623","MIN","CLE","CLE08",31725,5,0
"CLE201706240","20170624","MIN","CLE","CLE08",33111,4,2
"CLE201706250","20170625","MIN","CLE","CLE08",29672,4,0
"CLE201706260","20170626","TEX","CLE","CLE08",17672,9,15
"CLE201706270","20170627","TEX","CLE","CLE08",19348,2,1
"CLE201706280","20170628","TEX","CLE","CLE08",21200,3,5
"CLE201706290","20170629","TEX","CLE","CLE08",23996,1,5
"CLE201707040","20170704","SDN","CLE","CLE08",33869,1,0
"CLE201707050","20170705","SDN","CLE","CLE08",18765,6,2
"CLE201707060","20170706","SDN","CLE","CLE08",19057,2,11
"CLE201707070","20170707","DET","CLE","CLE08",32307,2,11
"CLE201707080","20170708","DET","CLE","CLE08",34726,0,4
"CLE201707090","20170709","DET","CLE","CLE08",24915,5,3
"CLE201707210","20170721","TOR","CLE","CLE08",34284,3,13
"CLE201707220","20170722","TOR","CLE","CLE08",34569,1,2
"CLE201707230","20170723","TOR","CLE","CLE08",30701,1,8
"CLE201707240","20170724","CIN","CLE","CLE08",21500,2,6
"CLE201707250","20170725","ANA","CLE","CLE08",22364,7,11
"CLE201707260","20170726","ANA","CLE","CLE08",22658,4,10
"CLE201707270","20170727","ANA","CLE","CLE08",28083,1,2
"CLE201708030","20170803","NYA","CLE","CLE08",28124,1,5
"CLE201708040","20170804","NYA","CLE","CLE08",34466,2,7
"CLE201708050","20170805","NYA","CLE","CLE08",34651,2,1
"CLE201708060","20170806","NYA","CLE","CLE08",33044,8,1
"CLE201708080","20170808","COL","CLE","CLE08",26088,1,4
"CLE201708090","20170809","COL","CLE","CLE08",25539,3,2
"CLE201708210","20170821","BOS","CLE","CLE08",21428,4,5
"CLE201708220","20170822","BOS","CLE","CLE08",19563,9,1
"CLE201708230","20170823","BOS","CLE","CLE08",25346,6,1
"CLE201708240","20170824","BOS","CLE","CLE08",21643,6,13
"CLE201708250","20170825","KCA","CLE","CLE08",34061,0,4
"CLE201708260","20170826","KCA","CLE","CLE08",34273,0,4
"CLE201708270","20170827","KCA","CLE","CLE08",32229,0,12
"CLE201709080","20170908","BAL","CLE","CLE08",30090,0,5
"CLE201709090","20170909","BAL","CLE","CLE08",30459,2,4
"CLE201709100","20170910","BAL","CLE","CLE08",21259,2,3
"CLE201709110","20170911","DET","CLE","CLE08",18521,0,11
"CLE201709120","20170912","DET","CLE","CLE08",24654,0,2
"CLE201709130","20170913","DET","CLE","CLE08",29346,3,5
"CLE201709140","20170914","KCA","CLE","CLE08",30874,2,3
"CLE201709150","20170915","KCA","CLE","CLE08",34025,4,3
"CLE201709160","20170916","KCA","CLE","CLE08",33688,4,8
"CLE201709170","20170917","KCA","CLE","CLE08",32313,2,3
"CLE201709260","20170926","MIN","CLE","CLE08",21268,8,6
"CLE201709270","20170927","MIN","CLE","CLE08",19682,2,4
"CLE201709280","20170928","MIN","CLE","CLE08",21810,2,5
"CLE201709290","20170929","CHA","CLE","CLE08",26983,1,10
"CLE201709300","20170930","CHA","CLE","CLE08",33173,2,1
"CLE201710010","20171001","CHA","CLE","CLE08",30036,1,3
"COL201704070","20170407","LAN","COL","DEN02",49169,1,2
"COL201704080","20170408","LAN","COL","DEN02",48012,2,4
"COL201704090","20170409","LAN","COL","DEN02",33529,10,6
"COL201704100","20170410","SDN","COL","DEN02",20504,5,3
"COL201704110","20170411","SDN","COL","DEN02",20664,2,3
"COL201704120","20170412","SDN","COL","DEN02",20968,6,0
"COL201704210","20170421","SFN","COL","DEN02",27663,5,6
"COL201704220","20170422","SFN","COL","DEN02",39239,3,12
"COL201704230","20170423","SFN","COL","DEN02",42011,0,8
"COL201704240","20170424","WAS","COL","DEN02",23019,4,8
"COL201704250","20170425","WAS","COL","DEN02",21340,15,12
"COL201704260","20170426","WAS","COL","DEN02",22461,11,4
"COL201704270","20170427","WAS","COL","DEN02",34929,16,5
"COL201705050","20170505","ARI","COL","DEN02",30030,6,3
"COL201705060","20170506","ARI","COL","DEN02",36165,1,9
"COL201705070","20170507","ARI","COL","DEN02",39175,2,5
"COL201705091","20170509","CHN","COL","DEN02",34779,4,10
"COL201705092","20170509","CHN","COL","DEN02",36563,8,1
"COL201705100","20170510","CHN","COL","DEN02",35213,0,3
"COL201705110","20170511","LAN","COL","DEN02",27265,7,10
"COL201705120","20170512","LAN","COL","DEN02",40146,6,2
"COL201705130","20170513","LAN","COL","DEN02",43534,4,0
"COL201705140","20170514","LAN","COL","DEN02",41051,6,9
"COL201705260","20170526","SLN","COL","DEN02",40312,0,10
"COL201705270","20170527","SLN","COL","DEN02",48106,3,0
"COL201705280","20170528","SLN","COL","DEN02",48372,4,8
"COL201705290","20170529","SEA","COL","DEN02",40298,6,5
"COL201705300","20170530","SEA","COL","DEN02",33258,10,4
"COL201706060","20170606","CLE","COL","DEN02",39508,3,11
"COL201706070","20170607","CLE","COL","DEN02",36909,1,8
"COL201706150","20170615","SFN","COL","DEN02",40747,9,10
"COL201706160","20170616","SFN","COL","DEN02",46632,8,10
"COL201706170","20170617","SFN","COL","DEN02",48035,1,5
"COL201706180","20170618","SFN","COL","DEN02",48341,5,7
"COL201706200","20170620","ARI","COL","DEN02",35016,3,4
"COL201706210","20170621","ARI","COL","DEN02",40918,16,5
"COL201706220","20170622","ARI","COL","DEN02",40681,10,3
"COL201707030","20170703","CIN","COL","DEN02",49131,3,5
"COL201707040","20170704","CIN","COL","DEN02",48338,8,1
"COL201707050","20170705","CIN","COL","DEN02",32188,3,5
"COL201707060","20170706","CIN","COL","DEN02",27328,6,3
"COL201707070","20170707","CHA","COL","DEN02",38386,4,12
"COL201707080","20170708","CHA","COL","DEN02",48118,5,4
"COL201707090","20170709","CHA","COL","DEN02",36541,0,10
"COL201707170","20170717","SDN","COL","DEN02",37561,6,9
"COL201707180","20170718","SDN","COL","DEN02",40101,7,9
"COL201707190","20170719","SDN","COL","DEN02",37128,4,18
"COL201707210","20170721","PIT","COL","DEN02",41192,13,5
"COL201707220","20170722","PIT","COL","DEN02",48235,3,7
"COL201707230","20170723","PIT","COL","DEN02",40118,3,13
"COL201708010","20170801","NYN","COL","DEN02",36698,4,5
"COL201708020","20170802","NYN","COL","DEN02",36945,10,5
"COL201708030","20170803","NYN","COL","DEN02",35276,4,5
"COL201708040","20170804","PHI","COL","DEN02",35092,3,4
"COL201708050","20170805","PHI","COL","DEN02",40563,5,8
"COL201708060","20170806","PHI","COL","DEN02",48069,3,2
"COL201708140","20170814","ATL","COL","DEN02",33641,0,3
"COL201708150","20170815","ATL","COL","DEN02",28655,4,3
"COL201708160","20170816","ATL","COL","DEN02",30695,2,17
"COL201708170","20170817","ATL","COL","DEN02",30020,10,4
"COL201708180","20170818","MIL","COL","DEN02",32385,4,8
"COL201708190","20170819","MIL","COL","DEN02",47216,6,3
"COL201708200","20170820","MIL","COL","DEN02",32426,8,4
"COL201708280","20170828","DET","COL","DEN02",30754,4,3
"COL201708290","20170829","DET","COL","DEN02",30721,3,7
"COL201708300","20170830","DET","COL","DEN02",29281,6,2
"COL201709010","20170901","ARI","COL","DEN02",29628,9,5
"COL201709020","20170902","ARI","COL","DEN02",39442,6,2
"COL201709030","20170903","ARI","COL","DEN02",33838,5,1
"COL201709040","20170904","SFN","COL","DEN02",28300,3,4
"COL201709050","20170905","SFN","COL","DEN02",24245,6,9
"COL201709060","20170906","SFN","COL","DEN02",26674,11,3
"COL201709150","20170915","SDN","COL","DEN02",39243,1,6
"COL201709160","20170916","SDN","COL","DEN02",48247,0,16
"COL201709170","20170917","SDN","COL","DEN02",34634,4,3
"COL201709250","20170925","MIA","COL","DEN02",24685,5,4
"COL201709260","20170926","MIA","COL","DEN02",30409,0,6
"COL201709270","20170927","MIA","COL","DEN02",27497,9,15
"COL201709290","20170929","LAN","COL","DEN02",48395,1,9
"COL201709300","20170930","LAN","COL","DEN02",48103,5,3
"COL201710010","20171001","LAN","COL","DEN02",32946,6,3
"DET201704070","20170407","BOS","DET","DET05",45013,5,6
"DET201704080","20170408","BOS","DET","DET05",32622,1,4
"DET201704090","20170409","BOS","DET","DET05",33662,7,5
"DET201704100","20170410","BOS","DET","DET05",24672,1,2
"DET201704110","20170411","MIN","DET","DET05",21237,1,2
"DET201704120","20170412","MIN","DET","DET05",23738,3,5
"DET201704130","20170413","MIN","DET","DET05",22573,11,5
"DET201704250","20170425","SEA","DET","DET05",22728,9,19
"DET201704260","20170426","SEA","DET","DET05",23327,8,0
"DET201704270","20170427","SEA","DET","DET05",25325,2,1
"DET201704280","20170428","CHA","DET","DET05",26049,7,3
"DET201704290","20170429","CHA","DET","DET05",36217,6,4
"DET201704300","20170430","CHA","DET","DET05",26045,3,7
"DET201705010","20170501","CLE","DET","DET05",22045,1,7
"DET201705020","20170502","CLE","DET","DET05",21799,2,5
"DET201705030","20170503","CLE","DET","DET05",22663,3,2
"DET201705160","20170516","BAL","DET","DET05",25109,13,11
"DET201705170","20170517","BAL","DET","DET05",29722,4,5
"DET201705180","20170518","BAL","DET","DET05",32455,5,6
"DET201705190","20170519","TEX","DET","DET05",33122,5,3
"DET201705200","20170520","TEX","DET","DET05",35166,3,9
"DET201705210","20170521","TEX","DET","DET05",24080,5,2
"DET201706020","20170602","CHA","DET","DET05",28619,5,15
"DET201706030","20170603","CHA","DET","DET05",33188,1,10
"DET201706040","20170604","CHA","DET","DET05",30208,4,7
"DET201706060","20170606","ANA","DET","DET05",24175,5,3
"DET201706070","20170607","ANA","DET","DET05",24958,0,4
"DET201706080","20170608","ANA","DET","DET05",34810,11,4
"DET201706130","20170613","ARI","DET","DET05",25119,7,6
"DET201706140","20170614","ARI","DET","DET05",26134,2,1
"DET201706150","20170615","TBA","DET","DET05",24056,3,5
"DET201706160","20170616","TBA","DET","DET05",29674,4,13
"DET201706170","20170617","TBA","DET","DET05",33478,3,2
"DET201706180","20170618","TBA","DET","DET05",36442,9,1
"DET201706270","20170627","KCA","DET","DET05",29488,3,5
"DET201706280","20170628","KCA","DET","DET05",29614,8,2
"DET201706290","20170629","KCA","DET","DET05",33681,3,7
"DET201707011","20170701","CLE","DET","DET05",28719,4,7
"DET201707012","20170701","CLE","DET","DET05",27016,4,1
"DET201707020","20170702","CLE","DET","DET05",30429,11,8
"DET201707040","20170704","SFN","DET","DET05",32514,3,5
"DET201707050","20170705","SFN","DET","DET05",26613,5,4
"DET201707060","20170706","SFN","DET","DET05",27210,2,6
"DET201707140","20170714","TOR","DET","DET05",37879,7,2
"DET201707150","20170715","TOR","DET","DET05",40036,1,11
"DET201707160","20170716","TOR","DET","DET05",37173,5,6
"DET201707240","20170724","KCA","DET","DET05",26415,5,3
"DET201707250","20170725","KCA","DET","DET05",27259,3,1
"DET201707260","20170726","KCA","DET","DET05",29073,16,2
"DET201707280","20170728","HOU","DET","DET05",30358,6,5
"DET201707290","20170729","HOU","DET","DET05",33766,3,5
"DET201707300","20170730","HOU","DET","DET05",31970,1,13
"DET201708090","20170809","PIT","DET","DET05",28902,0,10
"DET201708100","20170810","PIT","DET","DET05",33490,7,5
"DET201708110","20170811","MIN","DET","DET05",29733,9,4
"DET201708120","20170812","MIN","DET","DET05",33006,11,12
"DET201708130","20170813","MIN","DET","DET05",30582,6,4
"DET201708180","20170818","LAN","DET","DET05",32841,8,5
"DET201708190","20170819","LAN","DET","DET05",37182,3,0
"DET201708200","20170820","LAN","DET","DET05",30901,1,6
"DET201708220","20170822","NYA","DET","DET05",27818,13,4
"DET201708230","20170823","NYA","DET","DET05",29695,10,2
"DET201708240","20170824","NYA","DET","DET05",32622,6,10
"DET201709011","20170901","CLE","DET","DET05",26093,3,2
"DET201709012","20170901","CLE","DET","DET05",24342,10,0
"DET201709020","20170902","CLE","DET","DET05",25272,5,2
"DET201709030","20170903","CLE","DET","DET05",25244,11,1
"DET201709040","20170904","KCA","DET","DET05",24804,7,6
"DET201709050","20170905","KCA","DET","DET05",22547,2,13
"DET201709060","20170906","KCA","DET","DET05",23755,13,2
"DET201709140","20170914","CHA","DET","DET05",26743,17,7
"DET201709150","20170915","CHA","DET","DET05",25298,2,3
"DET201709160","20170916","CHA","DET","DET05",29846,10,4
"DET201709170","20170917","CHA","DET","DET05",25663,0,12
"DET201709180","20170918","OAK","DET","DET05",23895,8,3
"DET201709190","20170919","OAK","DET","DET05",23460,9,8
"DET201709200","20170920","OAK","DET","DET05",26913,3,2
"DET201709210","20170921","MIN","DET","DET05",25437,12,1
"DET201709220","20170922","MIN","DET","DET05",25390,7,3
"DET201709230","20170923","MIN","DET","DET05",26800,10,4
"DET201709240","20170924","MIN","DET","DET05",23882,10,4
"HOU201704030","20170403","SEA","HOU","HOU03",41678,0,3
"HOU201704040","20170404","SEA","HOU","HOU03",21406,1,2
"HOU201704050","20170405","SEA","HOU","HOU03",20303,3,5
"HOU201704060","20170406","SEA","HOU","HOU03",18362,4,2
"HOU201704070","20170407","KCA","HOU","HOU03",30491,5,1
"HOU201704080","20170408","KCA","HOU","HOU03",35373,7,3
"HOU201704090","20170409","KCA","HOU","HOU03",32411,4,5
"HOU201704170","20170417","ANA","HOU","HOU03",23501,0,3
"HOU201704180","20170418","ANA","HOU","HOU03",21760,5,2
"HOU201704190","20170419","ANA","HOU","HOU03",24028,1,5
"HOU201704200","20170420","ANA","HOU","HOU03",23173,1,2
"HOU201704280","20170428","OAK","HOU","HOU03",28472,4,9
"HOU201704290","20170429","OAK","HOU","HOU03",32147,2,1
"HOU201704300","20170430","OAK","HOU","HOU03",34880,2,7
"HOU201705010","20170501","TEX","HOU","HOU03",22556,2,6
"HOU201705020","20170502","TEX","HOU","HOU03",26208,7,8
"HOU201705030","20170503","TEX","HOU","HOU03",27439,1,10
"HOU201705040","20170504","TEX","HOU","HOU03",27391,10,4
"HOU201705090","20170509","ATL","HOU","HOU03",28724,3,8
"HOU201705100","20170510","ATL","HOU","HOU03",23676,2,4
"HOU201705190","20170519","CLE","HOU","HOU03",36446,5,3
"HOU201705200","20170520","CLE","HOU","HOU03",34698,3,0
"HOU201705210","20170521","CLE","HOU","HOU03",33476,8,6
"HOU201705220","20170522","DET","HOU","HOU03",22146,0,1
"HOU201705230","20170523","DET","HOU","HOU03",23179,2,6
"HOU201705240","20170524","DET","HOU","HOU03",26481,6,3
"HOU201705250","20170525","DET","HOU","HOU03",25046,6,7
"HOU201705260","20170526","BAL","HOU","HOU03",31380,0,2
"HOU201705270","20170527","BAL","HOU","HOU03",32761,2,5
"HOU201705280","20170528","BAL","HOU","HOU03",34720,4,8
"HOU201706090","20170609","ANA","HOU","HOU03",40786,9,4
"HOU201706100","20170610","ANA","HOU","HOU03",41296,1,3
"HOU201706110","20170611","ANA","HOU","HOU03",32425,12,6
"HOU201706120","20170612","TEX","HOU","HOU03",25698,6,1
"HOU201706130","20170613","TEX","HOU","HOU03",27615,4,2
"HOU201706140","20170614","TEX","HOU","HOU03",37221,2,13
"HOU201706160","20170616","BOS","HOU","HOU03",36189,2,1
"HOU201706170","20170617","BOS","HOU","HOU03",41017,1,7
"HOU201706180","20170618","BOS","HOU","HOU03",38389,6,5
"HOU201706270","20170627","OAK","HOU","HOU03",28312,6,4
"HOU201706280","20170628","OAK","HOU","HOU03",34075,8,11
"HOU201706290","20170629","OAK","HOU","HOU03",29509,1,6
"HOU201706300","20170630","NYA","HOU","HOU03",40024,13,4
"HOU201707010","20170701","NYA","HOU","HOU03",41010,6,7
"HOU201707020","20170702","NYA","HOU","HOU03",41761,1,8
"HOU201707140","20170714","MIN","HOU","HOU03",38006,5,10
"HOU201707150","20170715","MIN","HOU","HOU03",41038,4,2
"HOU201707160","20170716","MIN","HOU","HOU03",38253,3,5
"HOU201707170","20170717","SEA","HOU","HOU03",24701,9,7
"HOU201707180","20170718","SEA","HOU","HOU03",27111,2,6
"HOU201707190","20170719","SEA","HOU","HOU03",35191,4,1
"HOU201707310","20170731","TBA","HOU","HOU03",24154,7,14
"HOU201708010","20170801","TBA","HOU","HOU03",22985,6,4
"HOU201708020","20170802","TBA","HOU","HOU03",26722,3,0
"HOU201708030","20170803","TBA","HOU","HOU03",23404,5,3
"HOU201708040","20170804","TOR","HOU","HOU03",39287,7,16
"HOU201708050","20170805","TOR","HOU","HOU03",41950,4,3
"HOU201708060","20170806","TOR","HOU","HOU03",36300,6,7
"HOU201708160","20170816","ARI","HOU","HOU03",27278,5,9
"HOU201708170","20170817","ARI","HOU","HOU03",27949,4,0
"HOU201708180","20170818","OAK","HOU","HOU03",30908,1,3
"HOU201708190","20170819","OAK","HOU","HOU03",32796,0,3
"HOU201708200","20170820","OAK","HOU","HOU03",34011,3,2
"HOU201708220","20170822","WAS","HOU","HOU03",23798,4,3
"HOU201708230","20170823","WAS","HOU","HOU03",23434,1,6
"HOU201708240","20170824","WAS","HOU","HOU03",24761,5,4
"HOU201708290","20170829","TEX","HOU","STP01",3485,12,2
"HOU201708300","20170830","TEX","HOU","STP01",6123,8,1
"HOU201708310","20170831","TEX","HOU","STP01",3385,1,5
"HOU201709021","20170902","NYN","HOU","HOU03",30319,8,12
"HOU201709022","20170902","NYN","HOU","HOU03",34904,1,4
"HOU201709030","20170903","NYN","HOU","HOU03",32065,6,8
"HOU201709150","20170915","SEA","HOU","HOU03",28328,2,5
"HOU201709160","20170916","SEA","HOU","HOU03",33650,6,8
"HOU201709170","20170917","SEA","HOU","HOU03",30247,1,7
"HOU201709190","20170919","CHA","HOU","HOU03",23293,1,3
"HOU201709200","20170920","CHA","HOU","HOU03",24995,3,4
"HOU201709210","20170921","CHA","HOU","HOU03",24283,3,1
"HOU201709220","20170922","ANA","HOU","HOU03",34127,0,3
"HOU201709230","20170923","ANA","HOU","HOU03",34035,2,6
"HOU201709240","20170924","ANA","HOU","HOU03",36756,7,5
"KCA201704100","20170410","OAK","KCA","KAN06",40019,2,0
"KCA201704120","20170412","OAK","KCA","KAN06",24380,8,3
"KCA201704130","20170413","OAK","KCA","KAN06",22160,1,3
"KCA201704140","20170414","ANA","KCA","KAN06",26838,1,7
"KCA201704150","20170415","ANA","KCA","KAN06",24162,2,3
"KCA201704160","20170416","ANA","KCA","KAN06",27950,0,1
"KCA201704180","20170418","SFN","KCA","KAN06",20863,2,1
"KCA201704190","20170419","SFN","KCA","KAN06",24402,0,2
"KCA201704280","20170428","MIN","KCA","KAN06",27911,6,4
"KCA201704300","20170430","MIN","KCA","KAN06",32685,7,5
"KCA201705010","20170501","CHA","KCA","KAN06",20148,1,6
"KCA201705020","20170502","CHA","KCA","KAN06",18604,6,0
"KCA201705030","20170503","CHA","KCA","KAN06",22298,1,6
"KCA201705040","20170504","CHA","KCA","KAN06",36525,8,3
"KCA201705050","20170505","CLE","KCA","KAN06",25722,1,3
"KCA201705060","20170506","CLE","KCA","KAN06",23743,3,1
"KCA201705070","20170507","CLE","KCA","KAN06",25754,1,0
"KCA201705120","20170512","BAL","KCA","KAN06",25467,2,3
"KCA201705130","20170513","BAL","KCA","KAN06",24662,3,4
"KCA201705140","20170514","BAL","KCA","KAN06",30662,8,9
"KCA201705160","20170516","NYA","KCA","KAN06",30878,7,1
"KCA201705170","20170517","NYA","KCA","KAN06",22899,11,7
"KCA201705180","20170518","NYA","KCA","KAN06",22803,1,5
"KCA201705290","20170529","DET","KCA","KAN06",28419,10,7
"KCA201705300","20170530","DET","KCA","KAN06",21864,0,1
"KCA201705310","20170531","DET","KCA","KAN06",24347,6,5
"KCA201706020","20170602","CLE","KCA","KAN06",33408,0,4
"KCA201706030","20170603","CLE","KCA","KAN06",26497,5,12
"KCA201706040","20170604","CLE","KCA","KAN06",28185,8,0
"KCA201706050","20170605","HOU","KCA","KAN06",21892,7,3
