"GAME_DT","HOME_TEAM_ID","PARK_ID","ATTEND_PARK_CT"
"20060407","ANA","ANA01",44221
"20060408","ANA","ANA01",44044
"20060409","ANA","ANA01",44020
"20060410","ANA","ANA01",38003
"20060411","ANA","ANA01",40012
"20060412","ANA","ANA01",42911
"20060424","ANA","ANA01",39776
"20060425","ANA","ANA01",40007
"20060426","ANA","ANA01",37532
"20060428","ANA","ANA01",43940
"20060429","ANA","ANA01",44065
"20060430","ANA","ANA01",44135
"20060501","ANA","ANA01",41721
"20060502","ANA","ANA01",35943
"20060512","ANA","ANA01",43912
"20060513","ANA","ANA01",43821
"20060514","ANA","ANA01",43191
"20060516","ANA","ANA01",43066
"20060517","ANA","ANA01",38767
"20060518","ANA","ANA01",37850
"20060526","ANA","ANA01",42675
"20060527","ANA","ANA01",43005
"20060528","ANA","ANA01",40856
"20060529","ANA","ANA01",40007
"20060530","ANA","ANA01",37299
"20060531","ANA","ANA01",44001
"20060609","ANA","ANA01",44114
"20060610","ANA","ANA01",44129
"20060611","ANA","ANA01",42198
"20060612","ANA","ANA01",36146
"20060613","ANA","ANA01",38820
"20060614","ANA","ANA01",38910
"20060615","ANA","ANA01",41649
"20060616","ANA","ANA01",44005
"20060617","ANA","ANA01",43909
"20060618","ANA","ANA01",44159
"20060626","ANA","ANA01",43781
"20060627","ANA","ANA01",39341
"20060628","ANA","ANA01",38153
"20060630","ANA","ANA01",44233
"20060701","ANA","ANA01",43891
"20060702","ANA","ANA01",44223
"20060714","ANA","ANA01",44026
"20060715","ANA","ANA01",44125
"20060716","ANA","ANA01",41646
"20060717","ANA","ANA01",43921
"20060718","ANA","ANA01",44020
"20060719","ANA","ANA01",43744
"20060731","ANA","ANA01",43558
"20060801","ANA","ANA01",44111
"20060802","ANA","ANA01",44149
"20060803","ANA","ANA01",43569
"20060804","ANA","ANA01",44074
"20060805","ANA","ANA01",43701
"20060806","ANA","ANA01",43804
"20060817","ANA","ANA01",43813
"20060818","ANA","ANA01",44072
"20060819","ANA","ANA01",44106
"20060820","ANA","ANA01",43876
"20060822","ANA","ANA01",44041
"20060823","ANA","ANA01",44093
"20060824","ANA","ANA01",44109
"20060825","ANA","ANA01",44253
"20060826","ANA","ANA01",44185
"20060827","ANA","ANA01",44225
"20060904","ANA","ANA01",38217
"20060905","ANA","ANA01",43658
"20060906","ANA","ANA01",33736
