"GAME_DT","HOME_TEAM_ID","PARK_ID","ATTEND_PARK_CT"
"19810410","ATL","ATL01",34929
"19810411","ATL","ATL01",15973
"19810412","ATL","ATL01",12227
"19810417","ATL","ATL01",14028
"19810418","ATL","ATL01",14260
"19810419","ATL","ATL01",7443
"19810428","ATL","ATL01",8669
"19810429","ATL","ATL01",8334
"19810430","ATL","ATL01",10006
"19810508","ATL","ATL01",19433
"19810509","ATL","ATL01",14365
"19810510","ATL","ATL01",9817
"19810511","ATL","ATL01",4260
"19810512","ATL","ATL01",9711
"19810513","ATL","ATL01",10638
"19810515","ATL","ATL01",13730
"19810516","ATL","ATL01",21051
"19810517","ATL","ATL01",14045
"19810522","ATL","ATL01",10752
"19810523","ATL","ATL01",12453
"19810524","ATL","ATL01",19538
"19810525","ATL","ATL01",11911
"19810527","ATL","ATL01",17581
"19810528","ATL","ATL01",26597
"19810605","ATL","ATL01",17059
"19810606","ATL","ATL01",15291
"19810607","ATL","ATL01",23482
"19810818","ATL","ATL01",7566
"19810819","ATL","ATL01",6080
"19810820","ATL","ATL01",4787
"19810821","ATL","ATL01",9103
"19810822","ATL","ATL01",0
"19810822","ATL","ATL01",16185
"19810823","ATL","ATL01",10075
"19810831","ATL","ATL01",8207
"19810901","ATL","ATL01",3374
"19810902","ATL","ATL01",6232
"19810907","ATL","ATL01",7358
"19810908","ATL","ATL01",2800
"19810909","ATL","ATL01",4482
"19810911","ATL","ATL01",8929
"19810912","ATL","ATL01",3950
"19810913","ATL","ATL01",7625
"19810925","ATL","ATL01",7817
"19810926","ATL","ATL01",5117
"19810927","ATL","ATL01",7455
"19810928","ATL","ATL01",2348
"19810929","ATL","ATL01",2150
"19810930","ATL","ATL01",2724
"19811001","ATL","ATL01",2160
"19810410","BAL","BAL11",50317
"19810412","BAL","BAL11",18624
"19810425","BAL","BAL11",19634
"19810426","BAL","BAL11",24922
"19810427","BAL","BAL11",11774
"19810428","BAL","BAL11",9883
"19810429","BAL","BAL11",9957
"19810430","BAL","BAL11",7726
"19810502","BAL","BAL11",0
"19810502","BAL","BAL11",16402
"19810503","BAL","BAL11",23898
"19810504","BAL","BAL11",9717
"19810505","BAL","BAL11",11096
"19810506","BAL","BAL11",9085
"19810518","BAL","BAL11",23428
"19810519","BAL","BAL11",14689
"19810520","BAL","BAL11",16040
"19810521","BAL","BAL11",18599
"19810525","BAL","BAL11",42949
"19810526","BAL","BAL11",38646
"19810527","BAL","BAL11",42869
"19810529","BAL","BAL11",23040
"19810530","BAL","BAL11",51646
"19810531","BAL","BAL11",28011
"19810810","BAL","BAL11",19850
"19810812","BAL","BAL11",0
"19810812","BAL","BAL11",19352
"19810813","BAL","BAL11",13780
"19810814","BAL","BAL11",15401
"19810815","BAL","BAL11",15323
"19810816","BAL","BAL11",16684
"19810827","BAL","BAL11",16093
"19810828","BAL","BAL11",34862
"19810829","BAL","BAL11",22978
"19810830","BAL","BAL11",13727
"19810831","BAL","BAL11",9415
"19810901","BAL","BAL11",8572
"19810902","BAL","BAL11",9672
"19810903","BAL","BAL11",14915
"19810904","BAL","BAL11",15733
"19810905","BAL","BAL11",19742
"19810906","BAL","BAL11",15581
"19810907","BAL","BAL11",21377
"19810908","BAL","BAL11",8193
"19810909","BAL","BAL11",10637
"19810910","BAL","BAL11",10616
"19810918","BAL","BAL11",17190
"19810919","BAL","BAL11",18380
"19810920","BAL","BAL11",17457
"19810921","BAL","BAL11",10899
"19810922","BAL","BAL11",9904
"19810923","BAL","BAL11",12054
"19811002","BAL","BAL11",25748
"19811003","BAL","BAL11",28575
"19811004","BAL","BAL11",29169
"19810410","BOS","BOS07",35154
"19810412","BOS","BOS07",21439
"19810413","BOS","BOS07",8551
"19810415","BOS","BOS07",8925
"19810420","BOS","BOS07",26844
"19810421","BOS","BOS07",13233
"19810422","BOS","BOS07",15699
"19810430","BOS","BOS07",15506
"19810501","BOS","BOS07",15715
"19810502","BOS","BOS07",16940
"19810503","BOS","BOS07",15608
"19810515","BOS","BOS07",22943
"19810516","BOS","BOS07",26107
"19810517","BOS","BOS07",26723
"19810518","BOS","BOS07",12044
"19810519","BOS","BOS07",12768
"19810520","BOS","BOS07",23007
"19810521","BOS","BOS07",23145
"19810525","BOS","BOS07",20860
"19810526","BOS","BOS07",16986
"19810527","BOS","BOS07",17294
"19810529","BOS","BOS07",22794
"19810530","BOS","BOS07",23718
"19810531","BOS","BOS07",23781
"19810810","BOS","BOS07",20227
"19810811","BOS","BOS07",17889
"19810812","BOS","BOS07",20257
"19810813","BOS","BOS07",18683
"19810827","BOS","BOS07",23432
"19810828","BOS","BOS07",25356
"19810829","BOS","BOS07",26318
"19810830","BOS","BOS07",25160
"19810831","BOS","BOS07",20377
"19810901","BOS","BOS07",19712
"19810902","BOS","BOS07",19433
"19810903","BOS","BOS07",13355
"19810904","BOS","BOS07",20949
"19810905","BOS","BOS07",15434
"19810906","BOS","BOS07",17913
"19810914","BOS","BOS07",13060
"19810916","BOS","BOS07",0
"19810916","BOS","BOS07",13312
"19810917","BOS","BOS07",16832
"19810918","BOS","BOS07",34283
"19810919","BOS","BOS07",32620
"19810920","BOS","BOS07",35091
"19810921","BOS","BOS07",14575
"19810922","BOS","BOS07",18363
"19810923","BOS","BOS07",15627
"19810924","BOS","BOS07",14720
"19810925","BOS","BOS07",26136
"19810926","BOS","BOS07",24034
"19810927","BOS","BOS07",31727
"19810413","CAL","ANA01",38076
"19810414","CAL","ANA01",26483
"19810415","CAL","ANA01",27371
"19810416","CAL","ANA01",27697
"19810417","CAL","ANA01",25713
"19810418","CAL","ANA01",51325
"19810420","CAL","ANA01",20733
"19810421","CAL","ANA01",21438
"19810422","CAL","ANA01",21984
"19810430","CAL","ANA01",23428
"19810501","CAL","ANA01",26031
"19810502","CAL","ANA01",32348
"19810503","CAL","ANA01",27114
"19810504","CAL","ANA01",30897
"19810505","CAL","ANA01",35629
"19810506","CAL","ANA01",37410
"19810507","CAL","ANA01",38789
"19810508","CAL","ANA01",24456
"19810509","CAL","ANA01",32040
"19810510","CAL","ANA01",29689
"19810522","CAL","ANA01",27919
"19810523","CAL","ANA01",42558
"19810524","CAL","ANA01",27405
"19810525","CAL","ANA01",22171
"19810526","CAL","ANA01",21222
"19810527","CAL","ANA01",21167
"19810605","CAL","ANA01",27457
"19810606","CAL","ANA01",35064
"19810607","CAL","ANA01",29494
"19810608","CAL","ANA01",22703
"19810609","CAL","ANA01",22490
"19810610","CAL","ANA01",23744
"19810611","CAL","ANA01",28191
"19810818","CAL","ANA01",28230
"19810819","CAL","ANA01",24158
"19810820","CAL","ANA01",24323
"19810821","CAL","ANA01",31482
"19810822","CAL","ANA01",26743
"19810823","CAL","ANA01",21926
"19810824","CAL","ANA01",25808
"19810825","CAL","ANA01",26325
"19810911","CAL","ANA01",24720
"19810912","CAL","ANA01",30675
"19810913","CAL","ANA01",20461
"19810914","CAL","ANA01",20917
"19810915","CAL","ANA01",21610
"19810916","CAL","ANA01",20582
"19810921","CAL","ANA01",21049
"19810922","CAL","ANA01",19826
"19810923","CAL","ANA01",19639
"19810924","CAL","ANA01",19156
"19810925","CAL","ANA01",19890
"19810926","CAL","ANA01",18886
"19810927","CAL","ANA01",24903
"19810414","CHA","CHI10",51560
"19810415","CHA","CHI10",13212
"19810417","CHA","CHI10",30458
"19810418","CHA","CHI10",36782
"19810419","CHA","CHI10",9528
"19810421","CHA","CHI10",10715
"19810423","CHA","CHI10",0
"19810423","CHA","CHI10",6839
"19810508","CHA","CHI10",42312
"19810509","CHA","CHI10",23706
"19810511","CHA","CHI10",16806
"19810512","CHA","CHI10",13263
"19810513","CHA","CHI10",10463
"19810515","CHA","CHI10",29829
"19810516","CHA","CHI10",20206
"19810517","CHA","CHI10",30990
"19810530","CHA","CHI10",16773
"19810531","CHA","CHI10",0
"19810531","CHA","CHI10",40248
"19810602","CHA","CHI10",40045
"19810603","CHA","CHI10",42358
"19810604","CHA","CHI10",37706
"19810608","CHA","CHI10",8301
"19810609","CHA","CHI10",8534
"19810610","CHA","CHI10",33647
"19810611","CHA","CHI10",33777
"19810827","CHA","CHI10",30787
"19810828","CHA","CHI10",33390
"19810829","CHA","CHI10",32507
"19810830","CHA","CHI10",33213
"19810831","CHA","CHI10",13057
"19810901","CHA","CHI10",9775
"19810902","CHA","CHI10",10272
"19810903","CHA","CHI10",6669
"19810904","CHA","CHI10",18317
"19810905","CHA","CHI10",14628
"19810906","CHA","CHI10",11250
"19810907","CHA","CHI10",16392
"19810908","CHA","CHI10",11561
"19810909","CHA","CHI10",8238
"19810918","CHA","CHI10",21266
"19810919","CHA","CHI10",13213
"19810920","CHA","CHI10",17819
"19810928","CHA","CHI10",3129
"19810929","CHA","CHI10",5630
"19810930","CHA","CHI10",5674
"19811002","CHA","CHI10",7175
"19811003","CHA","CHI10",4716
"19811004","CHA","CHI10",7965
"19810409","CHN","CHI11",37030
"19810411","CHN","CHI11",12114
"19810412","CHN","CHI11",7475
"19810424","CHN","CHI11",6274
"19810425","CHN","CHI11",10990
"19810426","CHN","CHI11",10093
"19810429","CHN","CHI11",0
"19810429","CHN","CHI11",4067
"19810501","CHN","CHI11",2656
"19810502","CHN","CHI11",16936
"19810503","CHN","CHI11",10852
"19810504","CHN","CHI11",2941
"19810505","CHN","CHI11",2092
"19810506","CHN","CHI11",2572
"19810507","CHN","CHI11",3112
"19810519","CHN","CHI11",5896
"19810520","CHN","CHI11",5914
"19810521","CHN","CHI11",7132
"19810522","CHN","CHI11",6071
"19810523","CHN","CHI11",15981
"19810524","CHN","CHI11",10821
"19810525","CHN","CHI11",18506
"19810526","CHN","CHI11",6988
"19810527","CHN","CHI11",6970
"19810528","CHN","CHI11",7886
"19810605","CHN","CHI11",7815
"19810606","CHN","CHI11",30556
"19810607","CHN","CHI11",20024
"19810609","CHN","CHI11",4735
"19810610","CHN","CHI11",6299
"19810611","CHN","CHI11",5017
"19810810","CHN","CHI11",7551
"19810811","CHN","CHI11",10250
"19810812","CHN","CHI11",8372
"19810813","CHN","CHI11",7412
"19810815","CHN","CHI11",15388
"19810816","CHN","CHI11",0
"19810816","CHN","CHI11",18991
"19810817","CHN","CHI11",10153
"19810818","CHN","CHI11",15973
"19810819","CHN","CHI11",26860
"19810821","CHN","CHI11",12826
"19810822","CHN","CHI11",16486
"19810823","CHN","CHI11",14737
