"GAME_DT","HOME_TEAM_ID","PARK_ID","ATTEND_PARK_CT"
"19820409","ATL","ATL01",33133
"19820410","ATL","ATL01",10885
"19820411","ATL","ATL01",11322
"19820420","ATL","ATL01",37268
"19820421","ATL","ATL01",22153
"19820422","ATL","ATL01",20701
"19820423","ATL","ATL01",37105
"19820424","ATL","ATL01",28447
"19820426","ATL","ATL01",9557
"19820427","ATL","ATL01",6763
"19820428","ATL","ATL01",6318
"19820429","ATL","ATL01",8802
"19820430","ATL","ATL01",19757
"19820501","ATL","ATL01",27094
"19820502","ATL","ATL01",19494
"19820513","ATL","ATL01",16244
"19820514","ATL","ATL01",28396
"19820515","ATL","ATL01",48433
"19820516","ATL","ATL01",20478
"19820521","ATL","ATL01",28050
"19820522","ATL","ATL01",25925
"19820523","ATL","ATL01",27965
"19820524","ATL","ATL01",10388
"19820525","ATL","ATL01",9581
"19820526","ATL","ATL01",12460
"19820605","ATL","ATL01",29391
"19820606","ATL","ATL01",18898
"19820618","ATL","ATL01",29247
"19820619","ATL","ATL01",30497
"19820620","ATL","ATL01",18556
"19820621","ATL","ATL01",10485
"19820622","ATL","ATL01",27137
"19820623","ATL","ATL01",33212
"19820624","ATL","ATL01",31303
"19820628","ATL","ATL01",12837
"19820629","ATL","ATL01",10483
"19820630","ATL","ATL01",10308
"19820702","ATL","ATL01",32709
"19820703","ATL","ATL01",38103
"19820704","ATL","ATL01",48905
"19820705","ATL","ATL01",19169
"19820706","ATL","ATL01",15108
"19820707","ATL","ATL01",20054
"19820708","ATL","ATL01",23610
"19820709","ATL","ATL01",28601
"19820710","ATL","ATL01",39444
"19820711","ATL","ATL01",19130
"19820727","ATL","ATL01",0
"19820727","ATL","ATL01",32151
"19820728","ATL","ATL01",22574
"19820729","ATL","ATL01",26492
"19820730","ATL","ATL01",0
"19820730","ATL","ATL01",47787
"19820731","ATL","ATL01",46694
"19820801","ATL","ATL01",33957
"19820802","ATL","ATL01",15018
"19820803","ATL","ATL01",21489
"19820804","ATL","ATL01",13607
"19820817","ATL","ATL01",0
"19820817","ATL","ATL01",23184
"19820818","ATL","ATL01",12627
"19820819","ATL","ATL01",12205
"19820820","ATL","ATL01",33144
"19820821","ATL","ATL01",41477
"19820822","ATL","ATL01",20466
"19820823","ATL","ATL01",16224
"19820824","ATL","ATL01",22709
"19820825","ATL","ATL01",23955
"19820906","ATL","ATL01",9051
"19820907","ATL","ATL01",7523
"19820908","ATL","ATL01",24853
"19820909","ATL","ATL01",35362
"19820910","ATL","ATL01",17407
"19820911","ATL","ATL01",20966
"19820912","ATL","ATL01",16442
"19820913","ATL","ATL01",7556
"19820914","ATL","ATL01",9331
"19820915","ATL","ATL01",11422
"19820924","ATL","ATL01",25819
"19820925","ATL","ATL01",36037
"19820926","ATL","ATL01",38941
"19820405","BAL","BAL11",51958
"19820410","BAL","BAL11",0
"19820410","BAL","BAL11",21268
"19820411","BAL","BAL11",11235
"19820423","BAL","BAL11",11885
"19820424","BAL","BAL11",24749
"19820425","BAL","BAL11",16233
"19820428","BAL","BAL11",0
"19820428","BAL","BAL11",11859
"19820429","BAL","BAL11",10990
"19820430","BAL","BAL11",15877
"19820501","BAL","BAL11",23276
"19820502","BAL","BAL11",27128
"19820503","BAL","BAL11",9241
"19820504","BAL","BAL11",8040
"19820518","BAL","BAL11",10998
"19820519","BAL","BAL11",8088
"19820520","BAL","BAL11",12598
"19820529","BAL","BAL11",0
"19820529","BAL","BAL11",21241
"19820530","BAL","BAL11",21632
"19820531","BAL","BAL11",13344
"19820602","BAL","BAL11",10469
"19820611","BAL","BAL11",32515
"19820612","BAL","BAL11",34354
"19820614","BAL","BAL11",19234
"19820615","BAL","BAL11",18420
"19820616","BAL","BAL11",13213
"19820624","BAL","BAL11",27191
"19820625","BAL","BAL11",25230
"19820626","BAL","BAL11",31859
"19820627","BAL","BAL11",43938
"19820629","BAL","BAL11",12551
"19820630","BAL","BAL11",14259
"19820701","BAL","BAL11",23642
"19820715","BAL","BAL11",14592
"19820716","BAL","BAL11",13259
"19820717","BAL","BAL11",21082
"19820718","BAL","BAL11",15169
"19820719","BAL","BAL11",23146
"19820720","BAL","BAL11",16601
"19820721","BAL","BAL11",20570
"19820723","BAL","BAL11",23303
"19820724","BAL","BAL11",21780
"19820725","BAL","BAL11",23490
"19820726","BAL","BAL11",17763
"19820727","BAL","BAL11",12881
"19820728","BAL","BAL11",14233
"19820802","BAL","BAL11",25010
"19820803","BAL","BAL11",0
"19820803","BAL","BAL11",41076
"19820804","BAL","BAL11",25625
"19820805","BAL","BAL11",20943
"19820806","BAL","BAL11",0
"19820806","BAL","BAL11",25768
"19820807","BAL","BAL11",39649
"19820808","BAL","BAL11",26099
"19820824","BAL","BAL11",12139
"19820825","BAL","BAL11",11712
"19820826","BAL","BAL11",21471
"19820827","BAL","BAL11",0
"19820827","BAL","BAL11",20368
"19820828","BAL","BAL11",23630
"19820829","BAL","BAL11",25393
"19820903","BAL","BAL11",23473
"19820904","BAL","BAL11",19536
"19820905","BAL","BAL11",23089
"19820913","BAL","BAL11",18892
"19820914","BAL","BAL11",0
"19820914","BAL","BAL11",28094
"19820915","BAL","BAL11",22861
"19820916","BAL","BAL11",25089
"19820917","BAL","BAL11",14924
"19820918","BAL","BAL11",23172
"19820919","BAL","BAL11",41127
"19820920","BAL","BAL11",8246
"19820921","BAL","BAL11",10522
"19820923","BAL","BAL11",8633
"19821001","BAL","BAL11",0
"19821001","BAL","BAL11",51883
"19821002","BAL","BAL11",47235
"19821003","BAL","BAL11",51642
"19820412","BOS","BOS07",32555
"19820414","BOS","BOS07",9780
"19820415","BOS","BOS07",8743
"19820416","BOS","BOS07",7542
"19820417","BOS","BOS07",18617
"19820418","BOS","BOS07",18017
"19820419","BOS","BOS07",27265
"19820420","BOS","BOS07",15253
"19820421","BOS","BOS07",15725
"19820427","BOS","BOS07",12998
"19820428","BOS","BOS07",12368
"19820430","BOS","BOS07",19370
"19820501","BOS","BOS07",32764
"19820502","BOS","BOS07",21011
"19820503","BOS","BOS07",12065
"19820504","BOS","BOS07",13726
"19820505","BOS","BOS07",14685
"19820518","BOS","BOS07",16436
"19820519","BOS","BOS07",12927
"19820520","BOS","BOS07",14587
"19820521","BOS","BOS07",29671
"19820522","BOS","BOS07",36654
"19820523","BOS","BOS07",24421
"19820525","BOS","BOS07",28238
"19820608","BOS","BOS07",31413
"19820609","BOS","BOS07",32792
"19820610","BOS","BOS07",33462
"19820611","BOS","BOS07",30846
"19820612","BOS","BOS07",30531
"19820621","BOS","BOS07",24234
"19820622","BOS","BOS07",28215
"19820623","BOS","BOS07",30547
"19820625","BOS","BOS07",32656
"19820626","BOS","BOS07",33393
"19820627","BOS","BOS07",32744
"19820628","BOS","BOS07",25773
"19820709","BOS","BOS07",27270
"19820710","BOS","BOS07",26022
"19820711","BOS","BOS07",26910
"19820715","BOS","BOS07",29186
"19820716","BOS","BOS07",30811
"19820717","BOS","BOS07",30962
"19820718","BOS","BOS07",28072
"19820719","BOS","BOS07",19218
"19820721","BOS","BOS07",0
"19820721","BOS","BOS07",30225
"19820726","BOS","BOS07",22261
"19820727","BOS","BOS07",27077
"19820728","BOS","BOS07",18627
"19820806","BOS","BOS07",33010
"19820807","BOS","BOS07",33595
"19820808","BOS","BOS07",27312
"19820813","BOS","BOS07",32935
"19820814","BOS","BOS07",31343
"19820815","BOS","BOS07",30675
"19820816","BOS","BOS07",34746
"19820826","BOS","BOS07",19902
"19820826","BOS","BOS07",31406
"19820827","BOS","BOS07",32755
"19820828","BOS","BOS07",34772
"19820829","BOS","BOS07",32356
"19820830","BOS","BOS07",24128
"19820831","BOS","BOS07",23550
"19820901","BOS","BOS07",18489
"19820903","BOS","BOS07",22586
"19820904","BOS","BOS07",21744
"19820905","BOS","BOS07",22717
"19820910","BOS","BOS07",27199
"19820911","BOS","BOS07",25451
"19820912","BOS","BOS07",25154
"19820913","BOS","BOS07",0
"19820913","BOS","BOS07",19717
"19820914","BOS","BOS07",15765
"19820915","BOS","BOS07",15264
"19820924","BOS","BOS07",32077
"19820925","BOS","BOS07",33559
"19820926","BOS","BOS07",32793
"19820927","BOS","BOS07",21359
"19820928","BOS","BOS07",19356
"19820929","BOS","BOS07",18390
"19820930","BOS","BOS07",21268
"19820413","CAL","ANA01",33574
"19820414","CAL","ANA01",23905
"19820415","CAL","ANA01",22410
"19820416","CAL","ANA01",24723
"19820417","CAL","ANA01",61640
"19820418","CAL","ANA01",26935
"19820423","CAL","ANA01",36585
"19820424","CAL","ANA01",58963
"19820425","CAL","ANA01",35781
"19820506","CAL","ANA01",25006
"19820507","CAL","ANA01",29572
"19820508","CAL","ANA01",48016
"19820509","CAL","ANA01",39417
"19820510","CAL","ANA01",32138
"19820511","CAL","ANA01",37413
"19820512","CAL","ANA01",41859
"19820513","CAL","ANA01",21459
"19820514","CAL","ANA01",26862
"19820515","CAL","ANA01",41557
"19820516","CAL","ANA01",27054
"19820527","CAL","ANA01",24267
"19820528","CAL","ANA01",36824
"19820529","CAL","ANA01",26620
"19820530","CAL","ANA01",30270
"19820531","CAL","ANA01",42415
"19820601","CAL","ANA01",23163
"19820602","CAL","ANA01",27396
"19820604","CAL","ANA01",33160
"19820605","CAL","ANA01",37885
"19820606","CAL","ANA01",34941
"19820615","CAL","ANA01",23217
"19820616","CAL","ANA01",20970
"19820617","CAL","ANA01",21195
"19820618","CAL","ANA01",48222
"19820619","CAL","ANA01",30666
"19820620","CAL","ANA01",49567
"19820621","CAL","ANA01",23475
"19820622","CAL","ANA01",25634
"19820623","CAL","ANA01",25207
"19820624","CAL","ANA01",29250
"19820625","CAL","ANA01",34301
"19820626","CAL","ANA01",56794
"19820627","CAL","ANA01",36572
"19820705","CAL","ANA01",27571
"19820706","CAL","ANA01",24035
"19820707","CAL","ANA01",25288
"19820708","CAL","ANA01",23374
"19820709","CAL","ANA01",41111
"19820710","CAL","ANA01",53851
"19820711","CAL","ANA01",44834
"19820726","CAL","ANA01",47260
"19820727","CAL","ANA01",32609
"19820728","CAL","ANA01",32689
"19820729","CAL","ANA01",26512
"19820730","CAL","ANA01",31581
"19820731","CAL","ANA01",41770
"19820801","CAL","ANA01",27025
"19820802","CAL","ANA01",25097
"19820803","CAL","ANA01",26184
"19820804","CAL","ANA01",28054
"19820805","CAL","ANA01",32711
"19820817","CAL","ANA01",38051
"19820818","CAL","ANA01",38432
"19820819","CAL","ANA01",38693
"19820820","CAL","ANA01",36316
"19820821","CAL","ANA01",44194
"19820822","CAL","ANA01",33136
"19820823","CAL","ANA01",35197
"19820824","CAL","ANA01",41921
"19820906","CAL","ANA01",42804
"19820907","CAL","ANA01",30032
"19820908","CAL","ANA01",24930
"19820910","CAL","ANA01",25012
"19820911","CAL","ANA01",43819
"19820912","CAL","ANA01",25394
"19820920","CAL","ANA01",42322
"19820921","CAL","ANA01",52415
"19820922","CAL","ANA01",51273
"19821001","CAL","ANA01",39558
"19821002","CAL","ANA01",33405
"19821003","CAL","ANA01",62020
"19820417","CHA","CHI10",0
"19820417","CHA","CHI10",28977
"19820418","CHA","CHI10",34322
"19820420","CHA","CHI10",11588
"19820421","CHA","CHI10",13700
"19820426","CHA","CHI10",0
"19820426","CHA","CHI10",5798
"19820429","CHA","CHI10",7519
"19820430","CHA","CHI10",21245
"19820501","CHA","CHI10",17334
"19820502","CHA","CHI10",39204
"19820504","CHA","CHI10",9543
"19820505","CHA","CHI10",20673
"19820513","CHA","CHI10",23043
"19820514","CHA","CHI10",35038
"19820515","CHA","CHI10",22052
"19820516","CHA","CHI10",21339
"19820517","CHA","CHI10",12951
"19820518","CHA","CHI10",11633
"19820519","CHA","CHI10",12220
"19820521","CHA","CHI10",22567
"19820522","CHA","CHI10",20558
"19820523","CHA","CHI10",19577
"19820524","CHA","CHI10",12020
"19820525","CHA","CHI10",13414
"19820526","CHA","CHI10",12359
"19820607","CHA","CHI10",16744
"19820608","CHA","CHI10",16890
"19820609","CHA","CHI10",15796
"19820610","CHA","CHI10",20728
"19820611","CHA","CHI10",32015
"19820612","CHA","CHI10",44084
"19820613","CHA","CHI10",50892
"19820621","CHA","CHI10",19210
"19820622","CHA","CHI10",22934
"19820623","CHA","CHI10",21309
"19820703","CHA","CHI10",20198
"19820704","CHA","CHI10",21762
"19820705","CHA","CHI10",18530
"19820707","CHA","CHI10",24018
"19820708","CHA","CHI10",31261
"19820722","CHA","CHI10",21875
"19820723","CHA","CHI10",27770
"19820724","CHA","CHI10",21821
"19820725","CHA","CHI10",17452
"19820729","CHA","CHI10",21137
"19820730","CHA","CHI10",30063
"19820731","CHA","CHI10",31886
"19820801","CHA","CHI10",26047
"19820809","CHA","CHI10",26765
"19820810","CHA","CHI10",19676
"19820811","CHA","CHI10",19481
"19820812","CHA","CHI10",25033
"19820813","CHA","CHI10",34806
"19820814","CHA","CHI10",41431
"19820815","CHA","CHI10",31160
"19820827","CHA","CHI10",42212
"19820828","CHA","CHI10",24381
"19820829","CHA","CHI10",26181
"19820830","CHA","CHI10",14322
"19820831","CHA","CHI10",9058
"19820901","CHA","CHI10",8797
"19820902","CHA","CHI10",10310
"19820903","CHA","CHI10",12538
"19820904","CHA","CHI10",23095
"19820905","CHA","CHI10",25971
"19820913","CHA","CHI10",13474
"19820914","CHA","CHI10",13798
"19820915","CHA","CHI10",13744
"19820916","CHA","CHI10",10929
"19820918","CHA","CHI10",0
"19820918","CHA","CHI10",17490
"19820919","CHA","CHI10",19742
"19820924","CHA","CHI10",8660
"19820925","CHA","CHI10",9846
"19820926","CHA","CHI10",10559
"19820927","CHA","CHI10",0
"19820927","CHA","CHI10",6054
"19820928","CHA","CHI10",5647
"19820929","CHA","CHI10",19531
"19820409","CHN","CHI11",26712
"19820410","CHN","CHI11",8019
"19820411","CHN","CHI11",5430
"19820412","CHN","CHI11",6866
"19820413","CHN","CHI11",6472
"19820414","CHN","CHI11",11655
"19820415","CHN","CHI11",13673
"19820423","CHN","CHI11",8813
"19820424","CHN","CHI11",19312
